doc_key;from_id;to_id;text;from_placename;to_placename;error
1076_0001-0000-0000-0001-0007;Q1653;Q13712;od Dunaje , od Temže až k Rhoně , ku Tibeře;Danube;Tiber;
1076_0001-0000-0000-0001-0007;Q19686;Q13712;od Rýna tak jako od Dunaje , od Temže až k Rhoně , ku Tibeře;Rhine;Tiber;
1076_0001-0000-0000-0001-0007;Q19686;Q13712;od Temže až k Rhoně , ku Tibeře;River Thames;Tiber;repeated
1076_0001-0000-0000-0001-0007;Q602;Q13712;od Temže až k Rhoně , ku Tibeře;Rhône;Tiber;
1078_0001-0004-0000-0011-0000;Q1641699;Q616334;z nich k Libušínu , k Vyšehradu;Libušín;Vyšehrad;
1089_0001-0015-0000-0004-0000;Q1085;Q1085;z Prahy jsi , vrátíš se do Prahy;Prague;Prague;same place
1096_0001-0002-0000-0001-0000;Q279943;Q1085;od Ústí Nad Lužnicí táhnoucí K Praze;Lužnice;Prague;
1096_0001-0003-0000-0001-0000;Q10856807;Q980;z Janovic našeho Kněze Nakvasu do Bavor;Janovice;Bavaria;
1116_0001-0000-0000-0001-0000;Q142;Q5836;z Francie , jež do Toleda;France;Toledo;
1116_0001-0000-0000-0002-0001;Q2486621;Q90;z Egremontu pán do Paříže;Egremont;Paris;
1116_0001-0000-0000-0002-0004;Q16869;Q142;z Cařihradu vraceje se zpět do Francie;Constantinople;France;
1120_0001-0000-0000-0001-0006;Q8826;Q15;z Palmy právě do Afriky;Palma de Mallorca;Africa;
1123_0001-0000-0000-0002-0000;Q171150;Q1085;z Uher do Prahy;Kingdom of Hungary;Prague;
1143_0001-0002-0000-0003-0000;Q548;Q584;od Visly až k Rýnu;Vistula;Rhine;
1143_0001-0004-0000-0001-0008;Q194263;Q6489;od výspy Tatranské k valům Rodopy;Tatra Mountains;Rhodope Mountains;
1154_0001-0000-0000-0022-0000;Q626;Q487372;Od Volhy ona matičky do Bucharska;Volga;Bukhara Region;
1154_0001-0000-0000-0022-0000;Q626;Q17252;Od Volhy ona matičky do Bucharska , Do Tibetu;Volga;Tibet;multiple items order
1154_0001-0000-0000-0022-0000;Q649;Q2337;Z matičky kamenné Moskvy do Smolenska;Moscow;Smolensk;
1154_0001-0000-0000-0022-0000;Q2337;Q185700;Z matičky kamenné Moskvy do Smolenska , A ze Smolenska do Vitebska;Smolensk;Vitebsk Region;repeated
1154_0001-0000-0000-0022-0000;Q2337;Q185700;ze Smolenska do Vitebska;Smolensk;Vitebsk Region;
1160_0001-0004-0002-0013-0000;Q980;Q1085;Od Bavor ku Praze;Bavaria;Prague;
1169_0001-0001-0000-0002-0000;Q1286;Q3376;z modravých Alp k Tridentu;Alps;Trento;
1173_0001-0000-0000-0001-0003;Q23522;Q157290;od Balkánu po Šumavu;Balkans;Bohemian Forest;
1174_0001-0000-0000-0004-0000;Q1288;Q157290;od Karpat k Šumavě;Carpathian Mountains;Bohemian Forest;
1174_0001-0000-0000-0004-0000;Q157290;Q43266;od Karpat k Šumavě , z Krkonoš k Moravě;Bohemian Forest;Moravia;remove
1174_0001-0000-0000-0004-0000;Q214644;Q43266;z Krkonoš k Moravě;Giant Mountains;Moravia;
1174_0001-0000-0000-0004-0000;Q1288;Q157290;od Karpat k Šumavě;Carpathian Mountains;Bohemian Forest;repeated
1174_0001-0000-0000-0004-0000;Q157290;Q43266;od Karpat k Šumavě , z Krkonoš k Moravě;Bohemian Forest;Moravia;repeated
1174_0001-0000-0000-0004-0000;Q214644;Q43266;z Krkonoš k Moravě;Giant Mountains;Moravia;repeated
1175_0001-0000-0000-0001-0002;Q214644;Q157290;od Krkonoš po Šumavu;Giant Mountains;Bohemian Forest;
1181_0001-0000-0000-0006-0000;Q370445;Q465312;z Tisovce do Března;Tisovec;Brezno;
1190_0001-0002-0000-0002-0000;Q617511;Q157290;ode Sněžky do Šumavy;Sněžka;Bohemian Forest;
1190_0001-0003-0000-0004-0000;Q157290;Q35600;od Šumavy do Urálu;Bohemian Forest;Ural Mountains;
1190_0001-0003-0000-0004-0000;Q35600;Q1653;od Šumavy do Urálu , ode Visly do Dunaje;Ural Mountains;Danube;remove
1190_0001-0003-0000-0004-0000;Q548;Q1653;ode Visly do Dunaje;Vistula;Danube;
1194_0001-0001-0000-0015-0000;Q194263;Q23522;od Tater až do Balkánu;Tatra Mountains;Balkans;
1194_0001-0001-0000-0015-0000;Q194263;Q23522;od Tater až do Balkánu;Tatra Mountains;Balkans;repeated
1194_0001-0003-0000-0013-0000;Q993;Q157290;od Kamčatky šíro k Šumavě;Kamchatka Peninsula;Bohemian Forest;
1199_0001-0000-0000-0019-0000;Q1218;Q5687;Z Jerusalema jda do Jericha;Jerusalem;Jericho;
1205_0005-0003-0000-0014-0000;Q740863;Q986070;od České Lípy do Chrudimi;Česká Lípa;Chrudim;
1205_0005-0003-0000-0028-0000;Q545;Q13924;od Baltu až k Adrii;Baltic Sea;Adriatic Sea;
1205_0005-0003-0000-0028-0000;Q13924;Q46;od Baltu až k Adrii pýchy pohled nezkrocený vrhá po Evropě;Adriatic Sea;Europe;remove
1205_0005-0003-0000-0046-0003;Q545;Q13924;od Baltu až k Adrii;Baltic Sea;Adriatic Sea;
1207_0001-0000-0000-0013-0005;Q1288;Q5428;od Karpat přes smutnou Rus celé po Sibiři;Carpathian Mountains;Siberia;
1210_0001-0000-0000-0030-0000;Q1085;Q35600;od Prahy k Urálu;Prague;Ural Mountains;
1212_0001-0002-0000-0004-0001;Q1823216;Q320939;Z Liběchova po silnici k Mělníku;Liběchov;Mělník;
1214_0001-0000-0000-0001-0004;Q194263;Q157290;od Tater k Šumavě;Tatra Mountains;Bohemian Forest;
1222_0001-0000-0000-0011-0000;Q1085;Q1780;z Prahy do Bratislavy;Prague;Bratislava;
1252_0001-0000-0000-0031-0000;Q214644;Q157290;od Krkonoš ku Šumavě;Giant Mountains;Bohemian Forest;
1253_0001-0000-0000-0008-0000;Q3834;Q43266;z Kostnice . Až k Moravě;Constance;Moravia;
1253_0001-0000-0000-0008-0000;Q3834;Q157290;z Kostnice . Až k Moravě , až po Šumavu;Constance;Bohemian Forest;multiple items order
1263_0001-0003-0000-0010-0000;Q470445;Q158239;z Prostějova , dál letí hvízdaje ke Kroměříži;Prostějov;Kroměříž;
1264_0001-0001-0004-0003-0000;Q213;Q183;z Čech do Německa;Czech Republic;Germany;
1268_0001-0001-0000-0008-0008;Q1741;Q986070;z Vídně do Chrudimě;Vienna;Chrudim;
1309_0001-0002-0000-0024-0000;Q38;Q213;z krásné Italie Prchnem do Čech;Italy;Czech Republic;
1329_0001-0000-0000-0015-0000;Q13924;Q668;od Adrie k Indii;Adriatic Sea;India;
1356_0001-0000-0000-0010-0000;Q214644;Q157290;od Krkonoš dolů k Šumavě;Giant Mountains;Bohemian Forest;
1386_0001-0000-0000-0006-0000;Q617511;Q157290;od Sněžky k Šumavě;Sněžka;Bohemian Forest;
1386_0001-0000-0000-0007-0000;Q194242;Q157290;od Sudet k Šumavě;Sudetenland;Bohemian Forest;
1386_0001-0000-0000-0014-0000;Q155975;Q954596;z Kutné Hory k Brodu;Kutná Hora;Havlíčkův Brod;
1388_0001-0001-0000-0005-0000;Q617511;Q594147;od Sněžky k Boubínu;Sněžka;Boubín;
1388_0001-0001-0000-0005-0000;Q594147;Q194263;od Sněžky k Boubínu , od něho k Tatře;Boubín;Tatra Mountains;
1388_0001-0002-0000-0001-0000;Q1085;Q157290;z Prahy k Šumavě;Prague;Bohemian Forest;
1391_0001-0000-0000-0001-0009;Q594147;Q617511;od Boubínu k Sněžce;Boubín;Sněžka;
1400_0001-0003-0000-0001-0000;Q1278569;Q1435;z dalekého Gradce do Záhřeba;Gradec;Zagreb;
1401_0001-0001-0000-0011-0000;Q43266;Q157290;Od Moravy po Šumavu;Moravia;Bohemian Forest;
1402_0001-0000-0000-0001-0007;Q405383;Q372490;od Bregova na Timoku zlatém po Bojanu mlžnou;Bregovo;Bojana;
1402_0001-0000-0000-0001-0007;Q753919;Q372490;od Bregova na Timoku zlatém po Bojanu mlžnou;Timok;Bojana;
1402_0001-0000-0000-0001-0007;Q157246;Q1653;od Bitolje bílé za horami po Dunaj;Bitola;Danube;
1402_0001-0000-0000-0001-0009;Q1644;Q626;od zrádného Labe k Volze;Elbe;Volga;
1402_0001-0000-0000-0001-0009;Q626;Q545;od zrádného Labe k Volze věrné , od Strumice k Baltu;Volga;Baltic Sea;remove
1402_0001-0000-0000-0001-0009;Q149214;Q545;od Strumice k Baltu;Strumica;Baltic Sea;
1402_0001-0000-0000-0001-0012;Q405383;Q372490;od Bregova na Timoku zlatém po Bojanu;Bregovo;Bojana;
1402_0001-0000-0000-0001-0012;Q753919;Q372490;od Bregova na Timoku zlatém po Bojanu;Timok;Bojana;remove
1402_0001-0000-0000-0001-0012;Q157246;Q1653;od Bitolje bílé za horami po Dunaj;Bitola;Danube;
1404_0001-0000-0000-0003-0000;Q10555398;Q268;od Kubáně k Poznani;Kuban;Poznań;
1404_0001-0006-0001-0002-0000;Q5089;Q1156;Od Gangu do Bombeje;Ganges;Mumbai;
1430_0001-0001-0000-0016-0000;Q546;Q641;z Terstu do Benátek;Trieste;Venice;
1431_0001-0002-0000-0005-0000;Q157290;Q358361;od Šumavy k horám Orlickým;Bohemian Forest;Orlické hory;
1440_0001-0000-0000-0012-0000;Q548;Q10965;od Visly až k vlnám Ebra;Vistula;Ebro;
1448_0001-0002-0000-0024-0000;Q131574;Q1653;od Vltavy k Dunaji;Vltava;Danube;
1457_0001-0003-0000-0002-0000;Q1000046;Q1000046;z Kuříma a do Kuříma;Kuřim;Kuřim;same place
1458_0001-0003-0000-0003-0000;Q812761;Q321197;Z Bašky zajdi do Těšína;Baška;Cieszyn;
1458_0001-0004-0000-0002-0000;Q8385;Q321197;Z Ostravy jdu do Těšína;Ostrava;Cieszyn;
1464_0001-0001-0000-0009-0000;Q210205;Q1741;z Pešti do Vídně;Pest;Vienna;
1464_0001-0001-0000-0009-0000;Q210205;Q1741;z Pešti do Vídně;Pest;Vienna;repeated
1470_0001-0000-0000-0001-0002;Q157290;Q194263;od Šumavy ku Tatrám;Bohemian Forest;Tatra Mountains;
1475_0001-0000-0000-0012-0000;Q3834;Q220;od Kostnice po Řím;Constance;Rome;
1483_0001-0000-0000-0002-0001;Q14960;Q1809680;z Brna do Moravan;Brno;Moravany;
1484_0001-0003-0000-0017-0000;Q14960;Q158242;z Brna do Adamova;Brno;Adamov;
1545_0001-0000-0000-0001-0000;Q166;Q5428;od Černého moře až k Leně v Sibíři;Black Sea;Siberia;
1545_0001-0000-0000-0014-0000;Q1085;Q1641748;od strýčka z vinárny v Praze k matince v Manětíně;Prague;Manětín;
1545_0001-0000-0000-0014-0000;Q1085;Q1641748;z vinárny v Praze k matince v Manětíně;Prague;Manětín;
1552_0001-0000-0000-0013-0000;Q1085;Q386858;z Prahy do Řevnic;Prague;Řevnice;
1557_0001-0000-0000-0016-0000;Q1524;Q75459;Od Athen do Delf;Athens;Delphi;
1568_0001-0002-0000-0011-0000;Q164486;Q94507;od Herálce do Pikárce;Herálec;Pikárec;
1569_0001-0000-0000-0018-0000;Q1085;Q46;ze dne Praha baletí , k zenitu spěje poklusem , Evropy;Prague;Europe;
1601_0001-0000-0000-0038-0000;Q21;Q1173;od záplavy zde cizích vojů Anglie , k nimž Burgund;England;Burgundy;
1601_0001-0000-0000-0060-0000;Q2807;Q36433;Od Madridu do Oporta;Madrid;Porto;
1606_0001-0000-0000-0001-0000;Q5776;Q170516;z Betléma mne ku Golgotě hoře;Bethlehem;Calvary;
1650_0001-0001-0000-0002-0000;Q583910;Q1093421;od Aše k Jasině;Aš;Yasinya;
1650_0001-0001-0000-0002-0000;Q1093421;Q157290;od Aše k Jasině , od Tater k Šumavě;Yasinya;Bohemian Forest;remove
1650_0001-0001-0000-0002-0000;Q194263;Q157290;od Tater k Šumavě;Tatra Mountains;Bohemian Forest;
1655_0001-0000-0000-0008-0000;Q36;Q215573;Z Polské přijde žid k nám pod Bezkydem;Poland;Beskids;
1655_0001-0000-0000-0020-0000;Q9264038;Q321197;Z Frydku šel jsem do Těšína;Frýdek;Cieszyn;
1655_0001-0000-0000-0020-0000;Q9264038;Q321197;z Frydku do Těšína;Frýdek;Cieszyn;
1656_0001-0000-0000-0085-0000;Q40855;Q6862;od Dněpra do Amura;Dnieper;Amur River;
1681_0001-0000-0000-0001-0002;Q194242;Q194263;od Sudet do Tater;Sudetenland;Tatra Mountains;
1681_0001-0000-0000-0001-0010;Q90;Q1479;z Paříže do Bordeaux;Paris;Bordeaux;
00-1734-0000-0001-DDF5-D#19;Q602;Q584;Von dem Rotten bis zu dem Rheine;Rhône;Rhine;
00-1734-0000-0002-3A19-D#0;Q536924;Q584;Von dem Kyros bis zu dem Rhein;Cyrrhus;Rhine;
00-1734-0000-0002-6A58-C#0;Q1792;Q776965;von hoher Wart , Von Gedanum bis Memelgard;Gdańsk;Klaipėda;
00-1734-0000-0002-6A68-8#0;Q858;Q189;von Syria bis Thuleland;Syria;Iceland;
00-1734-0000-0002-9DEF-C#0;Q36755;Q101583;Von dem Sinai runter nach Theben;Sinai Peninsula;Thebes;
00-1734-0000-0002-30C8-6#0;Q597;Q11720;von Lissabon bis Mukden;Lisbon;Shenyang;
00-1734-0000-0002-30C8-6#0;Q383386;Q90;von Potschappel bis Paris;Potschappel;Paris;
00-1734-0000-0002-690E-9#0;Q18869;Q12544;Von dem Kaukasus bis vor Byzanz;Caucasus;Byzantine Empire;
00-1734-0000-0002-696E-4#0;Q18869;Q39193;Von dem Kaukasus bebt bis nach Böhmen;Caucasus;Bohemia;
00-1734-0000-0002-AF22-5#0;Q5622;Q584;Von dem Njemen bis an den Rhein;Neman;Rhine;
00-1734-0000-0002-B0DC-2#0;Q22;Q818499;von Schottland tragen Die Leiche nach Sankt Alban;Scotland;Sankt Alban;
00-1734-0000-0002-B08A-B#0;Q12439;Q40435;von Schnee , Von Detroit fliegt sie nach Buffalo;Detroit;Buffalo;
00-1734-0000-0002-B309-6#0;Q64;Q1741;von Berlin nach Wien;Berlin;Vienna;
00-1734-0000-0002-B309-6#0;Q1741;Q64;von Wien zurück wieder nach Berlin;Vienna;Berlin;
00-1734-0000-0002-B974-F#0;Q1741;Q545;von Wien bis in die Ostsee;Vienna;Baltic Sea;
00-1734-0000-0002-B974-F#0;Q546;Q490457;von Triest bis Rendsburg;Trieste;Rendsburg;
00-1734-0000-0002-BDB2-3#0;Q1693;Q375769;Von dem Sand der Nordsee bis zu dem wald'gen Brenner;North Sea;Brenner;
00-1734-0000-0002-D9D3-A#0;Q1524;Q75459;von Athen nach Delphi;Athens;Delphi;
00-1734-0000-0002-DFCA-1#0;Q776965;Q10041;von Memel an – bis Soest;Klaipėda;Soest;
00-1734-0000-0002-EF33-8#0;Q393426;Q1085;von Sotz nach der Prager;Žatec;Prague;
00-1734-0000-0002-F31D-E#0;Q505288;Q690417;von Ips bis Währing;Ipsheim;Währing;
00-1734-0000-0003-0EB1-5#0;Q131210;Q643;Von dem Dniester bis zu dem fernen Po;Dniester;Po;
00-1734-0000-0003-4F34-1#0;Q22756;Q90;von Spichern bis nach Paris;Spicheren;Paris;
00-1734-0000-0003-5C45-3#0;Q12501;Q491239;von der Mauer bis nach Canton zu , Ja bis nach Lao-Tschua , Cotschin-Tschina , Cambotscha;Great Wall of China;Canton;multiple items order
00-1734-0000-0003-5C45-3#0;Q12501;Q819;von der Mauer bis nach Canton zu , Ja bis nach Lao-Tschua , Cotschin-Tschina , Cambotscha;Great Wall of China;Laos;
00-1734-0000-0003-5C45-3#0;Q12501;Q505503;von der Mauer bis nach Canton zu , Ja bis nach Lao-Tschua , Cotschin-Tschina , Cambotscha;Great Wall of China;Cochinchina;
00-1734-0000-0003-5C45-3#0;Q12501;Q424;von der Mauer bis nach Canton zu , Ja bis nach Lao-Tschua , Cotschin-Tschina , Cambotscha;Great Wall of China;Cambodia;
00-1734-0000-0003-5FD5-3#0;Q6986;Q7070;von Gotha bis Eisenach;Gotha;Eisenach;
00-1734-0000-0003-5FD5-3#0;Q6986;Q7070;von Gotha bis Eisenach;Gotha;Eisenach;repeated
00-1734-0000-0003-5FD5-3#0;Q6986;Q7070;von Gotha bis Eisenach;Gotha;Eisenach;repeated
00-1734-0000-0003-5FD5-3#0;Q6986;Q7070;von Gotha bis Eisenach;Gotha;Eisenach;repeated
00-1734-0000-0003-5FD5-3#0;Q6986;Q7070;von Gotha bis Eisenach;Gotha;Eisenach;repeated
00-1734-0000-0003-5FD5-3#0;Q6986;Q7070;von Gotha bis Eisenach;Gotha;Eisenach;repeated
00-1734-0000-0003-7A8C-4#0;Q584;Q13712;von dem blauen Rheine bis zu der Tyber;Rhine;Tiber;
00-1734-0000-0003-8F9A-C#0;Q788;Q152854;von dem Eißmeer bis zu Herculs Säulen , Von dem Belt bis zu dem Hellespont;Arctic Ocean;Pillars of Hercules;
00-1734-0000-0003-8F9A-C#0;Q204715;Q6514;von dem Eißmeer bis zu Herculs Säulen , Von dem Belt bis zu dem Hellespont;Great Belt;Dardanelles;
00-1734-0000-0003-57BC-3#0;Q645;Q1229;Von dem Newa bis zu dem Don;Neva;Don;
00-1734-0000-0003-60F6-3#0;Q130135;Q46;Von dem Atlas bis Archangel ! In halb Europa;Atlas Mountains;Europe;wrong direction
00-1734-0000-0003-80A1-5#0;Q1741;Q90;von Wien bis nach Paris;Vienna;Paris;
00-1734-0000-0003-81E5-3#0;Q155721;Q181157;Von dem Brocken bis zu dem Popokatepetl;Brocken;Popocatépetl;
00-1734-0000-0003-90A3-2#0;Q34589;Q1653;Von dem Euphrat bis zu dem Donaustrom;Euphrates;Danube;
00-1734-0000-0003-107F-E#0;Q12724;Q1288;von dem Tessin bis fern an die Karpathenhänge;Ticino;Carpathian Mountains;
00-1734-0000-0003-1154-4#0;Q261399;Q475596;von Terouanne fernhin bis Guinegat';Thérouanne;Enguinegatte;
00-1734-0000-0003-B83A-A#0;Q727;Q2843;von Amsterdam nach Lübekk;Amsterdam;Lübeck;
00-1734-0000-0003-F19A-8#0;Q201385;Q1693;Von dem Golf Neapels bis zu der Nordsee;Gulf of Naples;North Sea;
00-1734-0000-0004-2A63-1#0;Q220;Q1012797;von Rom bis Ostia;Rome;Ostia;
00-1734-0000-0004-8C14-1#0;Q597;Q973;von Lisboa bis zu dem kalten Oby;Lisbon;Ob;
00-1734-0000-0004-8CB8-4#0;Q1055;Q1741;von Hamburg bis nach Wien;Hamburg;Vienna;
00-1734-0000-0004-79C6-6#0;Q1653;Q1650;Von dem Strand der Donau bis zu dem Strand der Weser;Danube;Weser;
00-1734-0000-0004-C1BB-A#0;Q491788;Q522236;Von dem Pentling bis zu dem Wendelstein;Pentling;Wendelstein;
00-1734-0000-0004-CB82-7#0;Q991372;Q41843;von Dan bis Berseba;Dan;Beersheba;
00-1734-0000-0004-D6D6-5#0;Q1055;Q11812551;von Hamburg bis nach Schwaben;Hamburg;Swabia;
00-1734-0000-0005-0A4E-4#0;Q25286;Q1171;von Upsal bis Goa;Uppsala;Goa;
00-1734-0000-0005-0A83-A#0;Q131716;Q81483;von dem Kattegat setzten bis in die Levante;Kattegat;Levant;
00-1734-0000-0005-0A83-A#0;Q406;Q17;von Stambul stracks mit einem Fuße nach Japan;Istanbul;Japan;
00-1734-0000-0005-1A1D-2#0;Q552;Q602;von der Oder bis hin zu dem Rhodan;Oder;Rhône;
00-1734-0000-0005-5DFA-3#0;Q1711;Q1491774;von Potsdam bis Petzow;Potsdam;Petzow;
00-1734-0000-0005-5FE1-B#0;Q13696;Q584;von der Etsch bis an den Rhein;Adige;Rhine;
00-1734-0000-0005-61C8-5#0;Q1017;Q474697;von Aachen bis Dirschau;Aachen;Tczew;
00-1734-0000-0005-68AC-9#0;Q2044;Q1630;von Florenz bis Altona;Florence;Altona;
00-1734-0000-0005-68AC-9#0;Q2044;Q1630;von Florenz bis Altona;Florence;Altona;repeated
00-1734-0000-0005-68AC-9#0;Q2044;Q1630;von Florenz bis Altona;Florence;Altona;repeated
00-1734-0000-0005-203A-B#0;Q45;Q148;von Portugal bis China;Portugal;People's Republic of China;
00-1734-0000-0005-735F-2#1;Q5089;Q3392;Von dem Ganges bis zu dem Nil;Ganges;Nile;
00-1734-0000-0005-965A-E#0;Q12444;Q12434;von Königswinter bis Honnef;Königswinter;Bad Honnef;
00-1734-0000-0005-6323-7#0;Q1726;Q226884;von München bis Zossen;Munich;Zossen;
00-1734-0000-0005-A6BA-6#0;Q84;Q656;von London bis nach Petersburg;London;Saint Petersburg;
abbey-stories---24;Q1851740;Q216868;From Lookout Mountain to the Chesapeake;Lookout Mountain;Chesapeake Bay;
akenside-poeticalWorks---2;Q12792;Q115457;from fair Valclusa 's bowers To Arno;Vaucluse;Arno;
allingham-sixteenPoems---5;Q1120038;Q2487413;From Slieveleague to Rosses;Slieve League;Rosses Point;
arnold-lightOfAsia---2;Q5451;Q5089;from Himalay's broad feet , To bear its tribute into Gunga;Himalayas;Ganges;
arnold-poeticalWorks---40;Q22890;Q23148;From Ireland to Cornwall;Ireland;Cornwall;
arnold-poeticalWorks---40;Q22890;Q23148;From Ireland to Cornwall bore , To Tyntagel;Ireland;Cornwall;
arnold-poeticalWorks---40;Q22890;Q934922;From Ireland to Cornwall bore , To Tyntagel;Ireland;Tintagel Castle;multiple items order
barlow-columbiad---1;Q40430;Q183124;From Bahia 's coast to Cochabamba;Bahia;Cochabamba;
bierce-blackBeetles---48;Q493261;Q16553;From Walnut Creek to San Jose;Walnut Creek;San Jose;
bierce-blackBeetles---102;Q476913;Q16552;From Siskiyou to San Diego;Siskiyou Mountains;San Diego;
bierce-shapesOfClay---68;Q188155;Q42053;From Astrabad to Ispahan;Gorgan;Isfahan;
blind-ascentOfMan---5;Q668;Q5684;From mystic Ind to fleshly Babylon;India;Babylon;
bowles-poeticalWorks1---53;Q3392;Q668;from the shore Of ancient Nile to India;Nile;India;
bowles-poeticalWorks1---118;Q11767;Q79;From Shinar's plain to Egypt;Mesopotamia;Egypt;
bowles-poeticalWorks1---133;Q2868;Q298;From Lima bound to Chili;Lima;Chile;
bowles-poeticalWorks2---1;Q19686;Q216373;From Thames to Tyne;River Thames;River Tyne;
bowles-poeticalWorks2---13;Q192896;Q3073271;From Carlisle - Wall to Flamborough Head;Carlisle;Flamborough Head;
bowles-poeticalWorks2---14;Q209176;Q19714;From Ely to the banks of Trent;Ely;River Trent;
brooke-1914---32;Q2041191;Q2224061;From Haslingfield to Madingley;Haslingfield;Madingley;
browning-poeticalWorks4---53;Q739037;Q19714;from Nicaea up to Trent;Nicaea;River Trent;
browning-poeticalWorks4---53;Q5776;Q124110;From Bethlehem to Loreto;Bethlehem;Loreto;
browning-poeticalWorks4---55;Q1471;Q584;From the Seine back to the Rhine;Seine;Rhine;
browning-selection---48;Q163108;Q840597;from Malo Roads to Croisic Point;Saint-Malo;Le Croisic;
byron-poeticalWorks1---2;Q46;Q23792;from Europe to Palestine;Europe;Palestine;
byron-works6---11;Q189;Q30151210;from Iceland to Barbadoes;Iceland;Barbados;
campbell-mountainSinger---39;Q434165;Q1755549;From Edair to Acaill Sound;Howth;Achill Sound;
campbell-mountainSinger---54;Q4856854;Q55299;from Banna to Laoi;Banna Strand;County Laois;
carman-balladsOfLost---8;Q6869752;Q1542630;From Minudie to Manan;Minudie;Grand Manan Island;
carman-laterPoems---3;Q5684;Q220;From Babylon to Rome;Babylon;Rome;
carman-sappho---90;Q3392;Q128087;From the seven mouths of Nile to Lesbos;Nile;Lesbos;
cawein-idyllicMonologues---1;Q1509;Q1397;From Tennessee to Ohio;Tennessee;Ohio;
chesteron-balladOfStBarbara---29;Q207639;Q170263;From Chichester to Chester;Chichester;Chester;
chesterton-balladOfWhiteHorse---4;Q229;Q107393;From Cyprus round to Skye;Cyprus;Isle of Skye;
chesterton-balladOfWhiteHorse---5;Q31945;Q216373;From red Arabia to the Tyne;Arabian Peninsula;River Tyne;
chesterton-balladOfWhiteHorse---6;Q170263;Q550995;From Chester to the Humber;Chester;Humber;
chesterton-balladOfWhiteHorse---7;Q584;Q220;from Rhine to Rome;Rhine;Rome;
chesterton-balladOfWhiteHorse---9;Q953957;Q43382;From Wantage Town to Plymouth Bluff;Wantage;Plymouth;
churchill-poeticalWorks---16;Q142;Q21;From France to England;France;England;
churchill-poeticalWorks---16;Q142;Q142;From France to England , hence to France;France;France;same place
churchill-poeticalWorks---16;Q21;Q142;From France to England , hence to France;England;France;
clough-amours---4;Q1308;Q7024;from Como straight to Lugano;Como;Lugano;
clough-amours---4;Q490;Q1308;from Milan to Como;Milan;Como;
combe-heroicEpistle---1;Q23220;Q19709;From Berkshire 's hills to Avon;Berkshire;River Avon;
combe-heroicEpistle---1;Q2405266;Q464955;From Buscot 's meads , to Windsor's;Buscot;Windsor;
coventry-unknownEros---29;Q79;Q163329;From Egypt , and to Canaan;Egypt;Canaan;
crosland-outlookOdes---24;Q29520;Q419;From China to Peru;China;Peru;
darwin-botanicGarden1---1;Q794;Q79;From Persia 's rocks to Egypt's;Iran;Egypt;
davis-selection---1;Q936301;Q1012476;from Bearbha' sbanks to Eóchaill;Barrow;Youghal;
davis-selection---6;Q490;Q6231;From Milan to Cremona;Milan;Cremona;
davis-selection---9;Q45797;Q3711;from Dunkirk to Belgrade;Dunkirk;Belgrade;
davis-selection---22;Q1020354;Q192820;From Carrick streets to Shannon shore;Carrickfergus;River Shannon;
davis-selection---22;Q192820;Q1016302;From Carrick streets to Shannon shore , From Slievenamon to Ballindeary;River Shannon;Ballingeary;remove
davis-selection---22;Q1520625;Q1016302;From Slievenamon to Ballindeary;Slievenamon;Ballingeary;
davis-selection---22;QXXX;Q2333034;From Slievenamon to Ballindeary , From Longford Pass to Gaillte Mór;Longford Pass;Galtymore;
devere-legendsofTheSaxonSaints---3;Q19686;Q1540243;from Thames to Stour;River Thames;River Stour;
devere-legendsofTheSaxonSaints---11;Q550995;Q503262;From Humber 's bank to Tweed;Humber;River Tweed;
devere-legendsofTheSaxonSaints---13;Q586895;Q160642;from Sherburne and from Winbourne flashed To Sarum;Sherburne;Salisbury;
devere-legendsofTheSaxonSaints---13;Q535233;Q160642;from Winbourne flashed To Sarum;Wimborne Minster;Salisbury;
devere-mayCarols---46;Q5776;Q430776;From Bethlehem 's crib to Nazareth;Bethlehem;Nazareth;
dobson-collected---14;Q216185;Q2339242;From Charing Cross to Ludgate Hill;Charing Cross;Ludgate Hill;
doesticks-nothingToSay---1;Q1346856;Q41843;From Dan to Beersheba — from Dublin to Dennevitz;Dan;Beersheba;multiple items order
doesticks-nothingToSay---1;Q1761;Q882375;from Dublin to Dennevitz;Dublin;Dennewitz;
doyle-guardsCameThrough---3;Q735865;Q1030579;From Poelcapelle to Festubert;Langemark-Poelkapelle;Festubert;
doyle-guardsCameThrough---9;Q1860807;Q2624470;From Helen 's Point to Bembridge Bay;St Helens;Bembridge;
doyle-songsOfAction---4;Q854791;Q52028;From Bhamo south to Kiang - mai;Bhamo;Chiang Mai;
doyle-songsOfTheRoad---1;Q217142;Q19682;from Snowdon 's vales To Severn;Snowdon;River Severn;
drinkwater-poems---51;Q170497;Q281749;from Gloucester lay to Stroud;Gloucester;Stroud;
drinkwater-poems---80;Q7356450;Q767811;From Rodboro ’ to Campden;Rodborough;Chipping Campden;
drinkwater-poems---80;Q2255910;Q170497;From Stow to Gloucester;Stow;Gloucester;
earls-balladOfPeace---6;Q2620177;Q492342;From Holy Cross to Fredericksburg;College of the Holy Cross;Fredericksburg;
earls-balladOfPeace---21;Q824;Q724;From Oregon to Maine;Oregon;Maine;
earls-balladOfPeace---32;Q41843;Q1346856;from Bersabee to Dan;Beersheba;Dan;
