doc_key;from_id;to_id;text;from_placename;to_placename;error
CAM24;Q1469;Q187843;de la Loire à les Vosges;Loire;Vosges Mountains;
CHE78;Q41;Q183150;de la Grèce , à Colchos;Greece;Colchis;
CHE80;Q130135;Q822;De l' Atlas à le Liban;Atlas Mountains;Lebanon;
CHE80;Q822;Q14309;De l' Atlas à le Liban , de l' Euphrate à le Bétis;Lebanon;Guadalquivir;remove
CHE80;Q34589;Q14309;de l' Euphrate à le Bétis;Euphrates;Guadalquivir;
CHE80;Q14309;Q584;de l' Euphrate à le Bétis , De le Tage à le Rhin;Guadalquivir;Rhine;
CHE80;Q1644;Q1229;de l' Elbe à le Tanaïs;Elbe;Don;
CHF7;Q597;Q148;de les enfers Grondaient de Lisbonne à la Chine;Lisbon;People's Republic of China;wrong direction
CHF7;Q597;Q148;de Lisbonne à la Chine;Lisbon;People's Republic of China;
CHF36;Q15682;Q1461;de Cadix à Manille;Cádiz;Manila;
CRB48;Q195958;Q17812;De Tolose à le Guadalété;Toulouzette;Guadalete;
CRB70;Q6582;Q9427;De Carcassonne à Tombouctou;Carcassonne;Timbuktu;
CRO168;Q1479;Q6555;de Bordeaux à Narbonne;Bordeaux;Narbonne;
CRO168;Q1479;Q6555;de Bordeaux à Narbonne;Bordeaux;Narbonne;repeated
CRO168;Q1479;Q6555;de le canal de Bordeaux à Narbonne;Bordeaux;Narbonne;
CRO168;Q1479;Q6555;de Bordeaux à Narbonne;Bordeaux;Narbonne;
CRO168;Q142;Q90;de France est à Paris;France;Paris;wrong direction
DAN13;Q10305;Q162615;De Saragosse à Carthagène;Zaragoza;Cartagena;
DAU19;Q1851236;Q330564;de le Temple à la Madeleine;Boulevard du Temple;La Madeleine;
DLP26;Q1471;Q1469;de la Seine à la Loire;Seine;Loire;
DLP29;Q184371;Q22690;De Sedan qu' on trahit à Metz;Sedan;Metz;
DUC67;Q5089;Q6514;De le Gange à l' Hellespont;Ganges;Dardanelles;
DUN1;Q519640;Q1060595;de Rosbach à Valmy;Braunsbedra;Valmy;
DUN1;Q1060595;Q184371;de Rosbach à Valmy , D' Auwerstædt à Sedan;Valmy;Sedan;remove
DUN1;Q552165;Q184371;D' Auwerstædt à Sedan;Auerstedt;Sedan;
FLE14;Q173695;Q3561;d' Épinal à Alger;Épinal;Algiers;
GAU14;Q85;Q216;de le Caire à Wilna;Cairo;Vilnius;
GAU116;Q20;Q135028;De la Norwége à la Nubie;Norway;Nubia;
GAU230;Q90;Q2044;"de les tisons ; Paris est dans la boue à le beau mois où Florence";Paris;Florence;wrong direction
GAU279;Q525811;Q47476;de le Généralife A l' Alhambra;Generalife;Alhambra;
GAU295;Q1075988;Q217925;de le Louvre À le Champ-de-Mars;Louvre Palace;Champ de Mars;
GAU323;Q5684;Q100;de Babylone à Boston;Babylon;Boston;
GLA11;Q142;Q142;"d' hier ; À la France joyeuse , à la France";France;France;wrong direction
GRS3;Q1741;Q64;de Vienne à Berlin;Vienna;Berlin;
HER60;Q208081;Q192438;de le Néthou jusqu' à Bègle;Aneto;Bègles;
HER85;Q199910;Q688660;de le Magdalena jusqu' à le Darien;Magdalena Department;Darién Province;
HER108;Q1500472;Q168986;De le Raz jusqu' à Penmarcʼh;Pointe du Raz;Penmarch;
HER120;Q10965;Q14305;de l' Èbre Jusques à le Guadiana;Ebro;Guadiana;
HRV46;Q5687;Q126982;de Jéricho jusqu' à Génésareth;Jericho;Sea of Galilee;
HUG523;Q1075988;Q217925;De le Louvre à le Champ-de-Mars;Louvre Palace;Champ de Mars;
HUG527;Q192483;Q782278;de Lemnos à Lépante;Lemnos;Nafpaktos;
HUG576;Q2887644;Q1479;de Bastan , Le second , à Bordeaux;Bastan;Bordeaux;
HUG577;Q791134;Q1410;D' Avis à Gibraltar;Avis;Gibraltar;
HUG581;Q22801;Q68124;d' Altorf à Chaux-de-Fonds;Altorf;La Chaux-de-Fonds;
HUG582;Q22647;Q5715;de Troie à Memphis;Troy;Memphis;
HUG582;Q5715;Q134287;de Troie à Memphis , et d' Ecbatane à Tarse;Memphis;Tarsus;remove
HUG582;Q696193;Q134287;d' Ecbatane à Tarse;Ecbatana;Tarsus;
HUG589;Q5089;Q589347;de le Gange à le Pausilippe;Ganges;Posillipo;
HUG592;Q909357;Q845855;de les cols de le Malpas roulent jusqu' à Sallanches;Malpas;Sallanches;
HUG592;Q909357;Q845855;de le Malpas roulent jusqu' à Sallanches;Malpas;Sallanches;repeated
HUG784;Q5699;Q82070;d' Ur à Tyr;Ur;Tyre;
HUG787;Q6514;Q243456;de l' Hellespont va se briser à Cumes;Dardanelles;Cumae;
HUG787;Q173096;Q34374;de l' Eubée à la Crète;Euboea;Crete;
HUG789;Q101583;Q1160195;de Thèbe à Mantinée;Thebes;Mantineia;
HUG792;Q14294;Q613574;De le Tage à l' Almonacid;Tagus River;Almonacid de Toledo;
HUG804;Q6681413;Q917870;de Lorne à Knapdala;Lorne;Knapdale;
HUG810;Q134674;Q23047;De Bayonne à Cahors;Bayonne;Cahors;
HUG810;Q3542400;Q861715;de le Tursan à le Marsan;Tursan;Marsan;
HUG811;Q31424;Q10965;de le Llobregat à l' Èbre;Llobregat;Ebro;
HUG811;Q10965;Q14556;de le Llobregat à l' Èbre , De le Tage à le Cil;Ebro;Sil;remove
HUG811;Q14294;Q14556;De le Tage à le Cil;Tagus River;Sil;
HUG865;Q5715;Q64;De Memphis à Berlin;Memphis;Berlin;
HUG865;Q64;Q1205;De Memphis à Berlin , de l' Èbre à la Thuringe;Berlin;Thuringia;remove
HUG865;Q10965;Q1205;de l' Èbre à la Thuringe;Ebro;Thuringia;
HUG872;Q2634;Q11925;de Naple à les Grisons;Naples;Grisons;
HUG872;Q52174;Q209064;de le cap d' Otrante à le mont Ventoux;Otranto;Mont Ventoux;repeated
HUG872;Q52174;Q209064;d' Otrante à le mont Ventoux;Otranto;Mont Ventoux;
HUG893;Q200201;Q15682;d' Irun à Cadiz;Irun;Cádiz;
HUG899;Q794;Q123377;de la Perse Jusqu' à les Hébrides;Iran;Hebrides;
HUG104;Q220;Q490;"de les Navarres . Rome a les clefs ; Milan";Rome;Milan;wrong direction
HUG110;Q80985;Q1903;de Fez à Catane;Fez;Catania;
HUG132;Q6839;Q173699;De Figuère à Setuval;Figueres;Setúbal;
HUG132;Q2609855;Q15696;d' Albe à Zamore;Albe;Zamora;
HUG140;Q23406;Q7355;De la mer Rouge à le fleuve Jaune;Red Sea;Yellow River;
HUG142;Q2634;Q72414;De Naple à Portici;Naples;Portici;
HUG603;Q170427;Q193819;de l' Hémus ! Acclimatons Faune à Vincenne;Balkan Mountains;Vincennes;wrong direction
HUG615;Q490670;Q207239;de Camargo . D' Ems à Cythère;Bad Ems;Kythira;wrong direction
HUG615;Q490670;Q207239;D' Ems à Cythère;Bad Ems;Kythira;
HUG632;Q207239;Q1026315;De Cythère à Gretna-Green;Kythira;Gretna Green;
HUG646;Q11769;Q48365;De Behring à Magellan;Bering Strait;Strait of Magellan;
HUG29;Q641203;Q101081;De l' Armorique à la Provence;Armorica;Provence;
HUG39;Q133274;Q28471;De le Kremlin à l' Escurial;Moscow Kremlin;Royal Monastery of San Lorenzo de El Escorial;
HUG41;Q85;Q34925;De le Caire à le Capitole;Cairo;Capitoline Hill;
HUG41;Q34925;Q626;De le Caire à le Capitole et de le Tage à le Volga;Capitoline Hill;Volga;remove
HUG41;Q14294;Q626;de le Tage à le Volga;Tagus River;Volga;
HUG43;Q1741;Q133274;de les Pyramides , À Vienne , à le vieux Kremlin;Vienna;Moscow Kremlin;
HUG46;Q18869;Q130321;De le Caucase à l' Athos;Caucasus;Mount Athos;
HUG93;Q12191;Q476288;de Nante à Mortagne;Nantes;Mortagne-au-Perche;
HUG100;Q8810;Q8717;de les filles à Grenade , Il en est à Séville;Granada;Seville;
HUG686;Q914073;Q163329;D' Ophir à Chanaan et d' Assur à Saba;Ophir;Canaan;
HUG686;Q41137;Q216068;D' Ophir à Chanaan et d' Assur à Saba;Assyrian Empire;Sheba;
HUG739;Q14294;Q1644;de le Tage à l' Elbe;Tagus River;Elbe;
HUG739;Q1644;Q13696;de le Tage à l' Elbe et de le Nil à l' Adige;Elbe;Adige;remove
HUG739;Q3392;Q13696;de le Nil à l' Adige;Nile;Adige;
HUG744;Q90;Q2879070;de Paris à Cayenne;Paris;Cayenne's Prison;
HUG761;Q845310;Q85;de Caprera , Songe à Kléber à le Caire;Caprera;Cairo;
HUG915;Q204430;Q4043;d' Avranche à Fougère;Avranches;Fougères;
HUG955;Q101583;Q5680;de les cirons tomber Thèbe à les cent portes Et Ninive;Thebes;Nineveh;
HUG968;Q75459;Q3876767;de glace , Morne à Delphes , sombre à Béthel;Delphi;Bethel;wrong direction
HUG185;Q1686757;Q819568;de Jemmape à Montmirail;Jemappes;Montmirail;
HUG185;Q192184;Q160506;De Sainte-Hélène à Saint-Denis;Saint Helena, Ascension and Tristan da Cunha;Saint-Denis;
HUG317;Q548;Q851323;De la Vistule à le Tanaro;Vistula;Tanaro;
HUG317;Q545;Q16990;De le lac Baltique à le mont Etna;Baltic Sea;Mount Etna;
HUG330;Q90;Q210205;de Paris à Pesth;Paris;Pest;
HUG330;Q210205;Q1288;de Paris à Pesth , de le Tibre à les monts Carpathes;Pest;Carpathian Mountains;remove
HUG330;Q13712;Q1288;de le Tibre à les monts Carpathes;Tiber;Carpathian Mountains;
HUG361;Q13712;Q643;de le Tibre à le Pô;Tiber;Po;
HUG401;Q1865480;Q2720548;de la Bastille à le Roule;Bastille;Quartier du Faubourg-du-Roule;
HUG677;Q90;Q96;de Paris oublieux , À le Mexique;Paris;Mexico;wrong direction
HUG1014;Q5089;Q3783;de le Gange à l’ Amazone;Ganges;Amazon;
HUG1150;Q42810;Q183557;de le Havre à Dieppe;Le Havre;Dieppe;
HUG1203;Q5089;Q824;de le Gange à l' Orégon;Ganges;Oregon;
HUG1203;Q824;Q17252;de le Gange à l' Orégon , De les Andes à le Thibet;Oregon;Tibet;remove
HUG1203;Q5456;Q17252;De les Andes à le Thibet;Andes;Tibet;
HUG1416;Q220;Q209086;de les dieux . À Rome Comme à Pantin;Rome;Pantin;wrong direction
HUG1462;Q626;Q13712;de le Volga jusqu' à le Tibre;Volga;Tiber;
HUG1464;Q626;Q10965;de le Volga jusqu' à l' Èbre;Volga;Ebro;
HUG1464;Q14294;Q5622;de le Tage à le Niémen;Tagus River;Neman;
HUG1464;Q186115;Q16928476;De la butte Montmartre à le mont Valérien;Montmartre;Fort Mont-Valérien;
HUG1474;Q1865480;Q330564;de la Bastille aille à la Madeleine;Bastille;La Madeleine;
HUG1483;Q5690;Q220583;de plus que Sparte à moins que Sybaris;Sparta;Sybaris;
HUG1484;Q142;Q1060595;d' humeur à servir la France , et qu' à Valmy;France;Valmy;wrong direction
HUG1536;Q34001;Q142;d' émeute à Roubaix . Le sultan à la France;Roubaix;France;wrong direction
HUG1536;Q572191;Q1684;De le Vulturne à la Sprée;Volturno;Spree;
HUG1551;Q6602;Q134674;de Strasbourg jusqu' à Bayonne;Strasbourg;Bayonne;
HUG1581;Q854;Q155;d' avoir à Ceylan , à le Brésil;Sri Lanka;Brazil;wrong direction
HUG1826;Q46490;Q179034;d' Arcole à Waterloo;Arcole;Waterloo;
HUG1917;Q1285;Q831469;De les Apennins à les Cordillières;Apennine Mountains;Baetic System;
LAB1;Q33959;Q33959;de Nice , à Nice;Nice;Nice;same place
LAB1;Q33959;Q33959;de Nice , à Nice;Nice;Nice;same place
LAM21;Q41;Q1136637;de la Grèce , Platon à Sunium;Greece;Sounion;
LAM61;Q6403;Q209270;De les rives de le Léman à les rochers d’ Appenzell;Lake Geneva;Appenzell;
LAM61;Q6403;Q209270;de le Léman à les rochers d’ Appenzell;Lake Geneva;Appenzell;
LAM61;Q14294;Q643;De le Tage à l’ Éridan;Tagus River;Po;
LAM88;Q14294;Q40855;De le Tage à le Borysthène;Tagus River;Dnieper;
LAM125;Q191082;Q742538;de les autels sur Égine ! De les autels à Platée;Aegina;Plataea;wrong direction
LAM125;Q742538;Q2606004;De les autels à Platée , à Leuctre;Plataea;Leuctra;wrong direction
LAM125;Q742538;Q212150;De les autels à Platée , à Leuctre , à Marathon;Plataea;Marathon;wrong direction
LAM137;Q101583;Q220;de l' homme . De Thèbe et de Memphis à Rome;Thebes;Rome;repeated
LAM137;Q101583;Q220;De Thèbe et de Memphis à Rome;Thebes;Rome;
LAM137;Q5715;Q220;De Thèbe et de Memphis à Rome;Memphis;Rome;
LAM137;Q5715;Q220;de Memphis à Rome;Memphis;Rome;repeated
LAP5;Q34589;Q3392;de l’ Euphrate à le Nil;Euphrates;Nile;
LAP34;Q5684;Q220;de Babylone à Rome;Babylon;Rome;
LAP149;Q183;Q1075988;d' Allemagne Allemagne . Souris à le Louvre;Germany;Louvre Palace;wrong direction
LAP212;Q1524;Q1136637;D' Athènes à Sunium;Athens;Sounion;
LEC90;Q690347;Q12431;de le mont de Tharyq jusques à les Pyrénées;Rock of Gibraltar;Pyrenees;repeated
LEC90;Q690347;Q12431;de Tharyq jusques à les Pyrénées;Rock of Gibraltar;Pyrenees;
LEC119;Q13712;Q602;de le Tibre à le Rhône;Tiber;Rhône;
LEC119;Q602;Q1471;de le Tibre à le Rhône et de le Rhône à la Seine;Rhône;Seine;remove
LEC119;Q602;Q1471;de le Rhône à la Seine;Rhône;Seine;
LEC132;Q45412;Q8717;de Coïmbre à Séville;Coimbra;Seville;
LEC182;Q565751;Q2292319;d' Épire apporte à le vieil Aitna;Epirus;Aetna;
LEG7;Q322453;Q6593;de Paimpol à Vanne;Paimpol;Vannes;
LEG73;Q71657;Q495468;de Lopéret à Ruguellou;Locmariaquer;La Feuillée;
LFT254;Q90;Q220;de Paris jusqu’ à Rome;Paris;Rome;
LFT362;Q584;Q12431;de le Rhin jusqu' à les Pyrénées;Rhine;Pyrenees;
LFT437;Q5715;Q18102;de Memphis à Saint-Mandé;Memphis;Saint-Mandé;
LOR25;Q5690;Q101583;de Sparte à Thèbes;Sparta;Thebes;
LOR70;Q848831;Q8810;De Sicile en Brabant , de Mayence à Grenade;Province of Brabant;Granada;
LOR70;Q1720;Q8810;de Mayence à Grenade;Mainz;Granada;
LOR130;Q9580;Q10282;de lune De Burgos à Pampelune;Burgos;Pamplona;repeated
LOR130;Q9580;Q10282;De Burgos à Pampelune;Burgos;Pamplona;
LOR130;Q8717;Q8810;de Sêville à Grenade;Seville;Granada;
LOR178;Q269732;Q1164176;de toile grise , De Fécamp à Saint-Léonard;Fécamp;Saint-Léonard;repeated
LOR178;Q269732;Q1164176;De Fécamp à Saint-Léonard;Fécamp;Saint-Léonard;
LOU87;Q80344;Q132378;de l’ Olympe à l’ Œta;Mount Olympus;Mount Oeta;
MAL50;Q12753;Q250106;De Monsieur Élimir Bourges En Seine-et-Marne , à Samois;Seine-et-Marne;Samois-sur-Seine;
MAL50;Q96601828;Q48958;de Saint-James , à Neuilly;Parc de la Folie Saint-James;Neuilly-sur-Seine;
MAL68;Q96099935;Q250106;de Valvins à Samois;Valvins;Samois-sur-Seine;
MEN15;Q318432;Q474771;de Dol à Kergloff;Dol-de-Bretagne;Kergloff;
MIC15;Q131792;Q13712;De l’ Orénoque jusqu’ à le Tibre;Orinoco River;Tiber;
MIC21;Q62646;Q212;De la Germanie à l’ Ukraine;Germania;Ukraine;
MON62;Q90;Q8356;de Paris jusqu' à Valladolid;Paris;Valladolid;
MRT206;Q90;Q186115;de deux sous C' est Paris qui lâche pour nous A Montmartre;Paris;Montmartre;wrong direction
MRT210;Q166131;Q96;de nul débit À les Antilles comme à les Mexiques;Antilles;Mexico;wrong direction
MRT214;Q220;Q186115;de Rome . Or c' est à Montmartre;Rome;Montmartre;wrong direction
MUS2;Q9580;Q15682;de Burgos à Cadix;Burgos;Cádiz;
MUS5;Q195958;Q17812;De Tolose à le Guadalété;Toulouzette;Guadalete;
MUS39;Q1285;Q365;"de l' Apennin ; A Cologne";Apennine Mountains;Cologne;wrong direction
MUS39;Q584;Q33959;"de le Rhin ; A Nice";Rhine;Nice;wrong direction
MUS39;Q1286;Q1449;"de les Alpes désolées ; A Gênes";Alps;Genoa;wrong direction
MUS39;Q1285;Q365;"de l' Apennin ; A Cologne";Apennine Mountains;Cologne;wrong direction
MUS39;Q584;Q33959;"de le Rhin ; A Nice";Rhine;Nice;wrong direction
MUS39;Q1286;Q1449;"de les Alpes désolées ; A Gênes";Alps;Genoa;wrong direction
MUS46;Q90;Q956;De Paris à Pékin;Paris;Beijing;
MUS46;Q90;Q956;De Paris à Pékin;Paris;Beijing;repeated
MUS48;Q46;Q649;d' avoir vu l' Europe dévastée , De Memphis à Moscou;Europe;Moscow;wrong direction
MUS48;Q5715;Q649;De Memphis à Moscou;Memphis;Moscow;
MUS51;Q3432892;Q57954906;d' y revenir , A Saint-Blaise , à la Zuecca;rio di San Biagio;rio della Giudecca;wrong direction
MUS93;Q220;Q90;De Rome à Paris;Rome;Paris;
NOU53;Q1471;Q90;de la Seine , à Paris;Seine;Paris;wrong direction
NOU86;Q271085;Q12191;de Sisteron à Nantes;Sisteron;Nantes;
NOU122;Q127775;Q189059;De Ploërmel à Mytilène;Ploërmel;Mytilene;
NOU124;Q455657;Q475816;De Fos à Cavalaire;Fos-sur-Mer;Cavalaire-sur-Mer;
NOU131;Q47465;Q211647;d' Aix à Beaucaire;Aix-en-Provence;Beaucaire;
PAR100;Q207239;Q90;de Cythère Parut la plus belle à Paris;Kythira;Paris;
PAR115;Q23666;Q100;d' Albion . Rome ressucite à Boston;Great Britain;Boston;wrong direction
PAR115;Q220;Q100;d' Albion . Rome ressucite à Boston;Rome;Boston;wrong direction
PEG3;Q752189;Q201352;de Limours à Pontoise;Limours;Pontoise;
PON9;Q90;Q220;de Paris à Rome;Paris;Rome;
PON12;Q186115;Q773318;De Montmartre à Bercy;Montmartre;Quartier de Bercy;
PON32;Q834;Q69354;de le Valais . À le « Montreux;Valais;Montreux;wrong direction
REN9;Q130514;Q10288;de Louqsor à le Parthénon;Luxor;Parthenon;
REN192;Q42810;Q259107;d' un voyage à le Havre Ou d' une fête à Robinson;Le Havre;Le Plessis-Robinson;wrong direction
REN214;Q13329;Q2683;de Plaisance , étant abbesse à Parme;Piacenza;Parma;
REN216;Q989552;Q641;D' Érin que la brume enveloppe A Venise;Érin;Venice;
RIC32;Q209086;Q209086;De les préfectanciers de Pantin . À Pantin;Pantin;Pantin;wrong direction
RIC32;Q209086;Q209086;de Pantin . À Pantin;Pantin;Pantin;wrong direction
RIC32;Q2701404;Q211604;De Ménilmuche à Montparno;Ménilmontant;Montparnasse;
RIC43;Q3399184;Q773318;De le Point-du-Jour à Bercy;porte du Point-du-Jour;Quartier de Bercy;
RIC224;Q186115;Q207239;de Montmartre à Cythère;Montmartre;Kythira;
RIC244;Q90;Q90;de Paris . C' est à Paris;Paris;Paris;wrong direction
RIC282;Q12191;Q1479;de bras . Et de Nantes jusqu’ à Bordeaux;Nantes;Bordeaux;repeated
RIC282;Q12191;Q1479;de Nantes jusqu’ à Bordeaux;Nantes;Bordeaux;
RIM34;Q235297;Q3001;de Tréguier À Paramaribo;Tréguier;Paramaribo;
ROL240;Q1463559;Q773318;de la Villette , Je la connus à Bercy;Quartier de la Villette;Quartier de Bercy;wrong direction
SAM153;Q922498;Q3297078;de Galad à Sodome;Gilead;Sodom;
TAI10;Q3783;Q626;De le fleuve Amazone à le Volga;Amazon;Volga;
TAI23;Q25286;Q85;de les in-folios connus d’ Upsal à le Caire;Uppsala;Cairo;
TAI64;Q5332;Q132671;de Saratow à Pau;Saratov;Pau;
TAI65;Q204648;Q271659;de Port-Vendre à Gonesse;Port-Vendres;Gonesse;
THE1;Q477021;Q649125;"de faim , Avaient atteint Grandpré ; devant eux à la fin , L' Argonne";Grandpré;Forest of Argonne;wrong direction
THL32;Q79;Q5765;de l' Égypte jusqu' à les îles Baléares;Egypt;Balearic Islands;
TOU88;Q3306;Q142;de Panama Ça vaut -il à jamais qu' en France;Panama City;France;wrong direction
TOU266;Q668;Q213137;DE l' Inde jusqu' à les Grandes Indes;India;East Indies;
TST4;Q35600;Q130135;de l' Oural à l' Atlas;Ural Mountains;Atlas Mountains;
TST6;Q584;Q552;de le Rhin à l' Oder;Rhine;Oder;
VER18;Q5690;Q758056;De Spartè la sévère à la rieuse Attique;Sparta;Attica Region;
VER528;Q273827;Q1173;De la Champagne et de l' Argonne à la Bourgogne;Champagne;Burgundy;
VER528;Q649125;Q1173;de l' Argonne à la Bourgogne;Forest of Argonne;Burgundy;
VER592;Q90;Q2981;de Paris on entre à Notre-Dame;Paris;Notre-Dame de Paris;
VER487;Q206493;Q194160;De Sèvres à Clamart;Sèvres;Clamart;
VER487;Q194160;Q275366;De Sèvres à Clamart et de Meudon à le Pecq;Clamart;Le Pecq;remove
VER487;Q234735;Q275366;de Meudon à le Pecq;Meudon;Le Pecq;
VER498;Q103011;Q201272;de Corinthe à Paros;Corinth;Paros;
VER722;Q70;Q4191;De Berne à Lucerne;Bern;Lucerne;
VER846;Q90;Q649;de les villes De les Paris à les Moscous;Paris;Moscow;
VER846;Q90;Q649;De les Paris à les Moscous;Paris;Moscow;
VER846;Q649;Q8717;De les Paris à les Moscous , de les Londres à les Sévilles;Moscow;Seville;remove
VER846;Q84;Q8717;de les Londres à les Sévilles;London;Seville;
VER912;Q220;Q766;de Rome Rome à la Jamaïque Jamaïque;Rome;Jamaica;
VIG19;Q42810;Q4629;de le Havre à Surate;Le Havre;Surat;
VIG25;Q1588;Q2747220;De la Louisiane à les deux sœurs Carolines;Louisiana;The Carolinas;
VIG34;Q148;Q419;De la Chine à le Pérou;People's Republic of China;Peru;
VOL44;Q1075988;Q142;de le haut de son Louvre fatal , Médicis à la France;Louvre Palace;France;repeated
VOL44;Q1075988;Q142;de son Louvre fatal , Médicis à la France;Louvre Palace;France;
VOL45;Q220;Q220;de la part de Rome annoncer à son roi Que Rome;Rome;Rome;same place
VOL45;Q220;Q220;de Rome annoncer à son roi Que Rome;Rome;Rome;wrong direction
VOL45;Q90;Q220;"de les rois ; Dans Paris comme à Rome";Paris;Rome;wrong direction
VOL46;Q220;Q220;"de ses ondes . Rome enfin se découvre à ses regards cruels ; Rome";Rome;Rome;wrong direction
VOL50;Q14294;Q643;De le Tage à l’ Éridan;Tagus River;Po;
VOL100;Q15;Q419;De l' Afrique à le Pérou;Africa;Peru;
VOL118;Q64;Q90;de Berlin à Paris;Berlin;Paris;
VOL128;Q33959;Q12789;"de la Bouquette ; À Nice , à le Var";Nice;Var;wrong direction
VOL170;Q90;Q220583;de Paris . Je crois voir à la fois Athène et Sybaris;Paris;Sybaris;wrong direction
bibit000117-5;Q6247;Q14379;da Mantova senza stanchezza a il Lago Maggiore;Mantua;Lake Maggiore;
bibit000118-193;Q1471;Q1286;da la Senna volano leggeri , E a piè de l' Alpi;Seine;Alps;
bibit000131-21;Q34615;Q546;da San Giusto ridere glauco l' Adria . Oh a il bel mar di Trieste;Adria;Trieste;wrong direction
bibit000131-26;Q683578;Q13712;da Superga rivola a il Tevere;Superga;Tiber;
bibit000226-14;Q1286;Q2260811;da l' Alpi a Lilibeo;Alps;Lilibaeum;
bibit000226-41;Q1286;Q2656;da l' Alpi a Palermo;Alps;Palermo;
bibit000226-46;Q1286;Q2260811;da l' Alpe a Lilibeo;Alps;Lilibaeum;
bibit000226-75;Q220;Q13496;da Roma a Brindisi;Rome;Brindisi;
bibit000521-37;Q565751;Q649217;da ' monti d' Epiro ed allunga sino a Leuca;Epirus;Santa Maria di Leuca;
bibit000695-4;Q5456;Q822;da l' Ande algenti a il Libano;Andes;Lebanon;
bibit000695-8;Q1286;Q12508;Da l' Alpi a le Piramidi;Alps;Giza pyramid complex;
bibit000695-8;Q12508;Q584;Da l' Alpi a le Piramidi , da il Manzanarre a il Reno;Giza pyramid complex;Rhine;
bibit000695-8;Q16512;Q584;da il Manzanarre a il Reno;Manzanares;Rhine;
bibit000698-53;Q643;Q1285;da il Po superbo a l' Appennin;Po;Apennine Mountains;
bibit000735-3;Q156882;Q6343;da Samo indarno porta a la sua Cartago;Samos;Carthage;
bibit000850-32;Q3392;Q1171;da l' Orse a il Nilo , E da Boston a Goa;Nile;Goa;
bibit000850-32;Q100;Q1171;da Boston a Goa;Boston;Goa;
bibit000850-32;Q90;Q6454;Da Parigi a Calais;Paris;Calais;
bibit000850-32;Q6454;Q84;Da Parigi a Calais , di quivi a Londra;Calais;London;
bibit000850-32;Q84;Q24826;Da Londra a Liverpool;London;Liverpool;
bibit000850-32;Q14294;Q6514;Da le foci di il Tago a l' Ellesponto;Tagus River;Dardanelles;
bibit001172-187;Q10965;Q214874;da l' ispano Ibero a l' indo Idaspe;Ebro;Jhelum River;
bibit001258-119;Q6514;Q3392;da l' Ellesponto a il Nilo!... O Memfi;Dardanelles;Nile;
bibit001258-129;Q55416;Q4656;da Chioggia a Pola;Chioggia;Pula;
bibit001325-101;Q1288;Q171009;da ' monti Carpazi a la Drava;Carpathian Mountains;Drava;
bibit001471-59;Q19826;Q1061804;Da Palazzo Madama a il Valentino;Palazzo Madama and Casaforte degli Acaja, Turin;Parco del Valentino;
axmat-961;Q4132377;Q1229234;от своих могил . На Галерной чернела арка , В Летнем;Galernaia Street (Saint Petersburg);Summer Garden;wrong direction
axmat-444;Q36;Q270;с тобою в Польше ? Первое утро в Варшаве;Poland;Warsaw;wrong direction
axmat-721;Q167668;Q959;От Либавы до Владивостока;Liepāja;Vladivostok;
brius-0786;Q2981;Q41876;с неба Notre-Dame , Знай : в Реймсе;Notre-Dame de Paris;Reims;
brius-0784;Q1286;Q12689;От Альп неподвижных до Па-де-Кале;Alps;Pas-de-Calais;
brius-0784;Q1286;Q12689;От Альп неподвижных до Па-де-Кале;Alps;Pas-de-Calais;repeated
brius-0784;Q1286;Q12689;От Альп неподвижных до Па-де-Кале;Alps;Pas-de-Calais;repeated
brius-0864;Q490;Q1286;Из Милана Милана на профили Альп;Milan;Alps;
brius-0352;Q1286;Q173292;От Альп крепковыйных до ясной Капреи;Alps;Capri;
brius-0352;Q173292;Q1460;От Альп крепковыйных до ясной Капреи И далее , До пустынь когда-то богатой Сицилии;Capri;Sicily;
antkl-360;Q133274;Q4472241;от Кремля до Земляного вала;Moscow Kremlin;Zemlyanoy Val Street;
antkl-360;Q133274;Q649;от Кремля до Земляного вала , Оправленная в золото Москва;Moscow Kremlin;Moscow;wrong direction
antkl-360;Q4472241;Q649;от Кремля до Земляного вала , Оправленная в золото Москва;Zemlyanoy Val Street;Moscow;wrong direction
antkl-137;Q2807;Q18869;от Мадрида до Кавказа;Madrid;Caucasus;
antkl-301;Q592880;Q4472241;от Воробьевых гор До Земляного вала;Sparrow Hills;Zemlyanoy Val Street;
antkl-004;Q179224;Q959;От Дувра до Владивостока;Dover;Vladivostok;
antkl-099;Q42956;Q580;от Харбина до Лодзи;Harbin;Łódź;
antkl-210;Q15288;Q1139404;от Ладоги до Мсты;Lake Ladoga;Msta;
antkl-381;Q38;Q656;Из далекой Италии в Санкт-Петербург;Italy;Saint Petersburg;
antkl-367;Q4498825;Q991032;От Ходынки вплоть до Цусимы;Khodynka;Tsushima;
antkl-002;Q626;Q584;от Волги до Рейна;Volga;Rhine;
antkl-368;Q548;Q79082;от Вислы до самой Камы;Vistula;Kama;
antkl-155;Q4472241;Q133274;От Земляного вала до Кремля;Zemlyanoy Val Street;Moscow Kremlin;
antkl-125;Q545;Q166;От Балтики до Черноморья;Baltic Sea;Black Sea;
antkl-362;Q12431;Q161750;От Пиреней до древнего Памира;Pyrenees;Pamir Mountains;
antkl-015;Q4498825;Q991032;От черной Ходынки до желтой Цусимы;Khodynka;Tsushima;
