"lang","doc_key","from_id","to_id","text","author_name","year_birth","year_death","from_placename","from_latitude","from_longitude","from_type","from_type_detail","to_placename","to_latitude","to_longitude","to_type","to_type_detail"
"cs","1190_0001-0002-0000-0002-0000","Q617511","Q157290","ode Sněžky do Šumavy","Šmilovský, Alois Vojtěch",1837,1883,"Sněžka",50.736111111111,15.740277777778,"mountain","mountain","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1190_0001-0003-0000-0004-0000","Q157290","Q35600","od Šumavy do Urálu","Šmilovský, Alois Vojtěch",1837,1883,"Bohemian Forest",49,13.5,"mountain","mountain","Ural Mountains",60,59,"mountain","mountain"
"cs","1190_0001-0003-0000-0004-0000","Q35600","Q1653","od Šumavy do Urálu , ode Visly do Dunaje","Šmilovský, Alois Vojtěch",1837,1883,"Ural Mountains",60,59,"mountain","mountain","Danube",48.0951111111111,8.15488888888889,"river","river"
"cs","1190_0001-0003-0000-0004-0000","Q548","Q1653","ode Visly do Dunaje","Šmilovský, Alois Vojtěch",1837,1883,"Vistula",54.3641,18.9522,"river","river","Danube",48.0951111111111,8.15488888888889,"river","river"
"cs","1194_0001-0001-0000-0015-0000","Q194263","Q23522","od Tater až do Balkánu","Šolc, Václav",1838,1871,"Tatra Mountains",49.177777777778,19.908333333333,"mountain","mountain","Balkans",42,22,"region","land"
"cs","1194_0001-0001-0000-0015-0000","Q194263","Q23522","od Tater až do Balkánu","Šolc, Václav",1838,1871,"Tatra Mountains",49.177777777778,19.908333333333,"mountain","mountain","Balkans",42,22,"region","land"
"cs","1194_0001-0003-0000-0013-0000","Q993","Q157290","od Kamčatky šíro k Šumavě","Šolc, Václav",1838,1871,"Kamchatka Peninsula",57,160,"region","land","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1199_0001-0000-0000-0019-0000","Q1218","Q5687","Z Jerusalema jda do Jericha","Štulc, Václav",1814,1887,"Jerusalem",31.7788888888889,35.2255555555556,"city","city","Jericho",31.856111111111,35.463055555556,"city","city"
"cs","1205_0005-0003-0000-0014-0000","Q740863","Q986070","od České Lípy do Chrudimi","Gellner, František",1881,1914,"Česká Lípa",50.68558429129,14.53774710235,"city","city","Chrudim",49.951136279202,15.795635790875,"city","city"
"cs","1205_0005-0003-0000-0028-0000","Q545","Q13924","od Baltu až k Adrii","Gellner, František",1881,1914,"Baltic Sea",58,20,"sea","sea","Adriatic Sea",42.775833,15.426111,"sea","sea"
"cs","1205_0005-0003-0000-0028-0000","Q13924","Q46","od Baltu až k Adrii pýchy pohled nezkrocený vrhá po Evropě","Gellner, František",1881,1914,"Adriatic Sea",42.775833,15.426111,"sea","sea","Europe",48.690959,9.14062,"continent","continent"
"cs","1205_0005-0003-0000-0046-0003","Q545","Q13924","od Baltu až k Adrii","Gellner, František",1881,1914,"Baltic Sea",58,20,"sea","sea","Adriatic Sea",42.775833,15.426111,"sea","sea"
"cs","1207_0001-0000-0000-0013-0005","Q1288","Q5428","od Karpat přes smutnou Rus celé po Sibiři","Odvalil, František",1880,1938,"Carpathian Mountains",47,25.5,"mountain","mountain","Siberia",60,105,"region","region"
"cs","1210_0001-0000-0000-0030-0000","Q1085","Q35600","od Prahy k Urálu","Odvalil, František",1880,1938,"Prague",50.0875,14.4213888888889,"city","city","Ural Mountains",60,59,"mountain","mountain"
"cs","1212_0001-0002-0000-0004-0001","Q1823216","Q320939","Z Liběchova po silnici k Mělníku","Medek, Rudolf",1890,1940,"Liběchov",50.407910682451,14.446835371569,"city","city","Mělník",50.35057067972,14.474193495734,"city","city"
"cs","1214_0001-0000-0000-0001-0004","Q194263","Q157290","od Tater k Šumavě","Medek, Rudolf",1890,1940,"Tatra Mountains",49.177777777778,19.908333333333,"mountain","mountain","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1222_0001-0000-0000-0011-0000","Q1085","Q1780","z Prahy do Bratislavy","Medek, Rudolf",1890,1940,"Prague",50.0875,14.4213888888889,"city","city","Bratislava",48.144722222222,17.112777777778,"city","city"
"cs","1252_0001-0000-0000-0031-0000","Q214644","Q157290","od Krkonoš ku Šumavě","Pelíšek, Jan",1850,1916,"Giant Mountains",50.75,15.583333,"mountain","mountain","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1253_0001-0000-0000-0008-0000","Q3834","Q43266","z Kostnice . Až k Moravě","Pelíšek, Jan",1850,1916,"Constance",47.663333333333,9.1752777777778,"city","city","Moravia",49.5,17,"region","land"
"cs","1253_0001-0000-0000-0008-0000","Q43266","Q157290","z Kostnice . Až k Moravě , až po Šumavu","Pelíšek, Jan",1850,1916,"Moravia",49.5,17,"region","land","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1263_0001-0003-0000-0010-0000","Q470445","Q158239","z Prostějova , dál letí hvízdaje ke Kroměříži","Taufer, František",1885,1915,"Prostějov",49.472222222222,17.110555555556,"city","city","Kroměříž",49.297859972783,17.393134863736,"city","city"
"cs","1264_0001-0001-0004-0003-0000","Q213","Q183","z Čech do Německa","Nevšímal, August",1847,1916,"Czech Republic",50,15,"country","country","Germany",51,10,"country","country"
"cs","1268_0001-0001-0000-0008-0008","Q1741","Q986070","z Vídně do Chrudimě","Kyselý, František",1857,1937,"Vienna",48.2083333333333,16.3725,"city","city","Chrudim",49.951136279202,15.795635790875,"city","city"
"cs","1309_0001-0002-0000-0024-0000","Q38","Q213","z krásné Italie Prchnem do Čech","Karafiát, Jan",1846,1929,"Italy",42.5,12.5,"country","country","Czech Republic",50,15,"country","country"
"cs","1329_0001-0000-0000-0015-0000","Q13924","Q668","od Adrie k Indii","Mahen, Jiří",1882,1939,"Adriatic Sea",42.775833,15.426111,"sea","sea","India",22.8,83,"country","country"
"cs","1356_0001-0000-0000-0010-0000","Q214644","Q157290","od Krkonoš dolů k Šumavě","Lukavský, Josef",1874,1930,"Giant Mountains",50.75,15.583333,"mountain","mountain","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1386_0001-0000-0000-0006-0000","Q617511","Q157290","od Sněžky k Šumavě","Černý, Adolf",1864,1952,"Sněžka",50.736111111111,15.740277777778,"mountain","mountain","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1386_0001-0000-0000-0007-0000","Q194242","Q157290","od Sudet k Šumavě","Černý, Adolf",1864,1952,"Sudetenland",50.7167,15.0667,"region","land","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1386_0001-0000-0000-0014-0000","Q155975","Q954596","z Kutné Hory k Brodu","Černý, Adolf",1864,1952,"Kutná Hora",49.948444972662,15.268225887967,"city","city","Havlíčkův Brod",49.607899638305,15.580727658514,"city","city"
"cs","1388_0001-0001-0000-0005-0000","Q617511","Q594147","od Sněžky k Boubínu","Černý, Adolf",1864,1952,"Sněžka",50.736111111111,15.740277777778,"mountain","mountain","Boubín",48.991111111111,13.818333333333,"mountain","mountain"
"cs","1388_0001-0001-0000-0005-0000","Q594147","Q194263","od Sněžky k Boubínu , od něho k Tatře","Černý, Adolf",1864,1952,"Boubín",48.991111111111,13.818333333333,"mountain","mountain","Tatra Mountains",49.177777777778,19.908333333333,"mountain","mountain"
"cs","1388_0001-0002-0000-0001-0000","Q1085","Q157290","z Prahy k Šumavě","Černý, Adolf",1864,1952,"Prague",50.0875,14.4213888888889,"city","city","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1391_0001-0000-0000-0001-0009","Q594147","Q617511","od Boubínu k Sněžce","Černý, Adolf",1864,1952,"Boubín",48.991111111111,13.818333333333,"mountain","mountain","Sněžka",50.736111111111,15.740277777778,"mountain","mountain"
"cs","1400_0001-0003-0000-0001-0000","Q1278569","Q1435","z dalekého Gradce do Záhřeba","Křička, Petr",1884,1949,"Gradec",45.81611111,15.97388889,"city part","city part","Zagreb",45.8130555555556,15.9772222222222,"city","city"
"cs","1401_0001-0001-0000-0011-0000","Q43266","Q157290","Od Moravy po Šumavu","Křička, Petr",1884,1949,"Moravia",49.5,17,"region","land","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1402_0001-0000-0000-0001-0007","Q405383","Q372490","od Bregova na Timoku zlatém po Bojanu mlžnou","Křička, Petr",1884,1949,"Bregovo",44.151284,22.639277,"city","city","Bojana",41.875,19.375,"river","river"
"cs","1402_0001-0000-0000-0001-0007","Q753919","Q372490","od Bregova na Timoku zlatém po Bojanu mlžnou","Křička, Petr",1884,1949,"Timok",44.213611111111,22.670277777778,"river","river","Bojana",41.875,19.375,"river","river"
"cs","1402_0001-0000-0000-0001-0007","Q157246","Q1653","od Bitolje bílé za horami po Dunaj","Křička, Petr",1884,1949,"Bitola",41.031944444444,21.334722222222,"city","city","Danube",48.0951111111111,8.15488888888889,"river","river"
"cs","1402_0001-0000-0000-0001-0009","Q1644","Q626","od zrádného Labe k Volze","Křička, Petr",1884,1949,"Elbe",50.8875,14.2330555555556,"river","river","Volga",45.695,47.8975,"river","river"
"cs","1402_0001-0000-0000-0001-0009","Q626","Q545","od zrádného Labe k Volze věrné , od Strumice k Baltu","Křička, Petr",1884,1949,"Volga",45.695,47.8975,"river","river","Baltic Sea",58,20,"sea","sea"
"cs","1402_0001-0000-0000-0001-0009","Q149214","Q545","od Strumice k Baltu","Křička, Petr",1884,1949,"Strumica",41.4451,23.2775,"river","river","Baltic Sea",58,20,"sea","sea"
"cs","1402_0001-0000-0000-0001-0012","Q405383","Q372490","od Bregova na Timoku zlatém po Bojanu","Křička, Petr",1884,1949,"Bregovo",44.151284,22.639277,"city","city","Bojana",41.875,19.375,"river","river"
"cs","1402_0001-0000-0000-0001-0012","Q753919","Q372490","od Bregova na Timoku zlatém po Bojanu","Křička, Petr",1884,1949,"Timok",44.213611111111,22.670277777778,"river","river","Bojana",41.875,19.375,"river","river"
"cs","1402_0001-0000-0000-0001-0012","Q157246","Q1653","od Bitolje bílé za horami po Dunaj","Křička, Petr",1884,1949,"Bitola",41.031944444444,21.334722222222,"city","city","Danube",48.0951111111111,8.15488888888889,"river","river"
"cs","1404_0001-0000-0000-0003-0000","Q10555398","Q268","od Kubáně k Poznani","Křička, Petr",1884,1949,"Kuban",45.3333333333333,39,"region","region","Poznań",52.4083333333333,16.9336111111111,"city","city"
"cs","1404_0001-0006-0001-0002-0000","Q5089","Q1156","Od Gangu do Bombeje","Křička, Petr",1884,1949,"Ganges",30.1451,78.5974,"river","river","Mumbai",19.0758333333333,72.8775,"city","city"
"cs","1430_0001-0001-0000-0016-0000","Q546","Q641","z Terstu do Benátek","Mach, Josef",1883,1951,"Trieste",45.6502777777778,13.7702777777778,"city","city","Venice",45.439722222222,12.331944444444,"city","city"
"cs","1431_0001-0002-0000-0005-0000","Q157290","Q358361","od Šumavy k horám Orlickým","Mach, Josef",1883,1951,"Bohemian Forest",49,13.5,"mountain","mountain","Orlické hory",50.216666666667,16.5,"mountain","mountain"
"cs","1440_0001-0000-0000-0012-0000","Q548","Q10965","od Visly až k vlnám Ebra","Zavřel, František",1885,1947,"Vistula",54.3641,18.9522,"river","river","Ebro",40.728527124206,0.86929321289062,"river","river"
"cs","1448_0001-0002-0000-0024-0000","Q131574","Q1653","od Vltavy k Dunaji","Karmín, Leo",1873,1952,"Vltava",50.34769,14.474382,"river","river","Danube",48.0951111111111,8.15488888888889,"river","river"
"cs","1457_0001-0003-0000-0002-0000","Q1000046","Q1000046","z Kuříma a do Kuříma","Bezruč, Petr",1867,1958,"Kuřim",49.298546446655,16.53146211908,"city","city","Kuřim",49.298546446655,16.53146211908,"city","city"
"cs","1458_0001-0003-0000-0003-0000","Q812761","Q321197","Z Bašky zajdi do Těšína","Bezruč, Petr",1867,1958,"Baška",49.645829055721,18.372367848188,"village","village","Cieszyn",49.75,18.633333333333,"city","city"
"cs","1458_0001-0004-0000-0002-0000","Q8385","Q321197","Z Ostravy jdu do Těšína","Bezruč, Petr",1867,1958,"Ostrava",49.835555555556,18.2925,"city","city","Cieszyn",49.75,18.633333333333,"city","city"
"cs","1464_0001-0001-0000-0009-0000","Q210205","Q1741","z Pešti do Vídně","Mathesius, Bohumil",1888,1952,"Pest",47.5,19.1,"city","city","Vienna",48.2083333333333,16.3725,"city","city"
"cs","1464_0001-0001-0000-0009-0000","Q210205","Q1741","z Pešti do Vídně","Mathesius, Bohumil",1888,1952,"Pest",47.5,19.1,"city","city","Vienna",48.2083333333333,16.3725,"city","city"
"cs","1470_0001-0000-0000-0001-0002","Q157290","Q194263","od Šumavy ku Tatrám","Černý, Adolf",1864,1952,"Bohemian Forest",49,13.5,"mountain","mountain","Tatra Mountains",49.177777777778,19.908333333333,"mountain","mountain"
"cs","1475_0001-0000-0000-0012-0000","Q3834","Q220","od Kostnice po Řím","Černý, Adolf",1864,1952,"Constance",47.663333333333,9.1752777777778,"city","city","Rome",41.893055555556,12.482777777778,"city","city"
"cs","1483_0001-0000-0000-0002-0001","Q14960","Q1809680","z Brna do Moravan","Bezruč, Petr",1867,1958,"Brno",49.195277777778,16.608333333333,"city","city","Moravany",49.145588489764,16.576176754032,"village","village"
"cs","1484_0001-0003-0000-0017-0000","Q14960","Q158242","z Brna do Adamova","Bezruč, Petr",1867,1958,"Brno",49.195277777778,16.608333333333,"city","city","Adamov",49.30052629923,16.658570650287,"city","city"
"cs","1545_0001-0000-0000-0001-0000","Q166","Q5428","od Černého moře až k Leně v Sibíři","Broj, Richard",1893,1954,"Black Sea",43.41,34.26,"sea","sea","Siberia",60,105,"region","region"
"cs","1545_0001-0000-0000-0014-0000","Q1085","Q1641748","od strýčka z vinárny v Praze k matince v Manětíně","Broj, Richard",1893,1954,"Prague",50.0875,14.4213888888889,"city","city","Manětín",49.9916881,13.2317994,"city","city"
"cs","1545_0001-0000-0000-0014-0000","Q1085","Q1641748","z vinárny v Praze k matince v Manětíně","Broj, Richard",1893,1954,"Prague",50.0875,14.4213888888889,"city","city","Manětín",49.9916881,13.2317994,"city","city"
"cs","1552_0001-0000-0000-0013-0000","Q1085","Q386858","z Prahy do Řevnic","Horký, Karel",1879,1965,"Prague",50.0875,14.4213888888889,"city","city","Řevnice",49.914028256057,14.235955055448,"city","city"
"cs","1557_0001-0000-0000-0016-0000","Q1524","Q75459","Od Athen do Delf","Procházka, František Serafínský",1861,1939,"Athens",37.9841666666667,23.7280555555556,"ancient city","ancient city","Delphi",38.4823,22.5013,"ancient city","ancient city"
"cs","1568_0001-0002-0000-0011-0000","Q164486","Q94507","od Herálce do Pikárce","Karník, Jan",1870,1958,"Herálec",49.530886486589,15.457117105231,"village","village","Pikárec",49.432443249442,16.122416725747,"village","village"
"cs","1569_0001-0000-0000-0018-0000","Q1085","Q46","ze dne Praha baletí , k zenitu spěje poklusem , Evropy","Karník, Jan",1870,1958,"Prague",50.0875,14.4213888888889,"city","city","Europe",48.690959,9.14062,"continent","continent"
"cs","1601_0001-0000-0000-0038-0000","Q21","Q1173","od záplavy zde cizích vojů Anglie , k nimž Burgund","Leubner, František",1867,1930,"England",53,-1,"country","country","Burgundy",47,4.5,"region","region"
"cs","1601_0001-0000-0000-0060-0000","Q2807","Q36433","Od Madridu do Oporta","Leubner, František",1867,1930,"Madrid",40.4169444444444,-3.70333333333333,"city","city","Porto",41.149472222222,-8.6107777777778,"city","city"
"cs","1606_0001-0000-0000-0001-0000","Q5776","Q170516","z Betléma mne ku Golgotě hoře","Leubner, František",1867,1930,"Bethlehem",31.704444444444,35.206111111111,"city","city","Calvary",31.778611111111,35.229444444444,"ancient site","ancient site"
"cs","1650_0001-0001-0000-0002-0000","Q583910","Q1093421","od Aše k Jasině","Černý, Adolf",1864,1952,"Aš",50.223996008844,12.195074300926,"city","city","Yasinya",48.272777777778,24.374722222222,"city","city"
"cs","1650_0001-0001-0000-0002-0000","Q1093421","Q157290","od Aše k Jasině , od Tater k Šumavě","Černý, Adolf",1864,1952,"Yasinya",48.272777777778,24.374722222222,"city","city","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1650_0001-0001-0000-0002-0000","Q194263","Q157290","od Tater k Šumavě","Černý, Adolf",1864,1952,"Tatra Mountains",49.177777777778,19.908333333333,"mountain","mountain","Bohemian Forest",49,13.5,"mountain","mountain"
"cs","1655_0001-0000-0000-0008-0000","Q36","Q215573","Z Polské přijde žid k nám pod Bezkydem","Bezruč, Petr",1867,1958,"Poland",52,19,"country","country","Beskids",49.41666667,20.25,"mountain","mountain"
"cs","1655_0001-0000-0000-0020-0000","Q9264038","Q321197","Z Frydku šel jsem do Těšína","Bezruč, Petr",1867,1958,"Frýdek",49.6856,18.3506,"city part","city part","Cieszyn",49.75,18.633333333333,"city","city"
"cs","1655_0001-0000-0000-0020-0000","Q9264038","Q321197","z Frydku do Těšína","Bezruč, Petr",1867,1958,"Frýdek",49.6856,18.3506,"city part","city part","Cieszyn",49.75,18.633333333333,"city","city"
"cs","1656_0001-0000-0000-0085-0000","Q40855","Q6862","od Dněpra do Amura","Bezruč, Petr",1867,1958,"Dnieper",46.4964,32.2872,"river","river","Amur River",53.3333,121.4814,"river","river"
"cs","1681_0001-0000-0000-0001-0002","Q194242","Q194263","od Sudet do Tater","Bojko, R.",1877,1952,"Sudetenland",50.7167,15.0667,"region","land","Tatra Mountains",49.177777777778,19.908333333333,"mountain","mountain"
"cs","1681_0001-0000-0000-0001-0010","Q90","Q1479","z Paříže do Bordeaux","Bojko, R.",1877,1952,"Paris",48.8566666666667,2.35222222222222,"city","city","Bordeaux",44.837777777778,-0.57944444444444,"city","city"
"de","00-1734-0000-0001-DDF5-D#19","Q602","Q584","Von dem Rotten bis zu dem Rheine","[anonymous]",NA,NA,"Rhône",43.3342,4.8442,"river","river","Rhine",47.6662,9.1786,"river","river"
"de","00-1734-0000-0002-3A19-D#0","Q536924","Q584","Von dem Kyros bis zu dem Rhein","Bodenstedt, Friedrich von",1819,1892,"Cyrrhus",36.74416667,36.95916667,"ancient city","ancient city","Rhine",47.6662,9.1786,"river","river"
"de","00-1734-0000-0002-6A58-C#0","Q1792","Q776965","von hoher Wart , Von Gedanum bis Memelgard","Dahn, Felix",1834,1912,"Gdańsk",54.35,18.6666666666667,"city","city","Klaipėda",55.7125,21.135,"city","city"
"de","00-1734-0000-0002-6A68-8#0","Q858","Q189","von Syria bis Thuleland","Dahn, Felix",1834,1912,"Syria",35.216667,38.583333,"country","country","Iceland",65,-19,"country","country"
"de","00-1734-0000-0002-9DEF-C#0","Q36755","Q101583","Von dem Sinai runter nach Theben","Eichrodt, Ludwig",1827,1892,"Sinai Peninsula",29.5,33.8333333333333,"region","land","Thebes",25.720555555556,32.610277777778,"ancient city","ancient city"
"de","00-1734-0000-0002-30C8-6#0","Q597","Q11720","von Lissabon bis Mukden","Bierbaum, Otto Julius",1865,1910,"Lisbon",38.708042,-9.139016,"city","city","Shenyang",41.8025,123.428055555556,"city","city"
"de","00-1734-0000-0002-30C8-6#0","Q383386","Q90","von Potschappel bis Paris","Bierbaum, Otto Julius",1865,1910,"Potschappel",51.013322222222,13.661747222222,"village","village","Paris",48.8566666666667,2.35222222222222,"city","city"
"de","00-1734-0000-0002-690E-9#0","Q18869","Q12544","Von dem Kaukasus bis vor Byzanz","Dahn, Felix",1834,1912,"Caucasus",42.261111111111,44.121111111111,"region","land","Byzantine Empire",41.01527778,28.98472222,"country","country"
"de","00-1734-0000-0002-696E-4#0","Q18869","Q39193","Von dem Kaukasus bebt bis nach Böhmen","Dahn, Felix",1834,1912,"Caucasus",42.261111111111,44.121111111111,"region","land","Bohemia",49.833333333333,14.333333333333,"region","region"
"de","00-1734-0000-0002-AF22-5#0","Q5622","Q584","Von dem Njemen bis an den Rhein","Fontane, Theodor",1819,1898,"Neman",55.3369,21.2492,"river","river","Rhine",47.6662,9.1786,"river","river"
"de","00-1734-0000-0002-B0DC-2#0","Q22","Q818499","von Schottland tragen Die Leiche nach Sankt Alban","Fontane, Theodor",1819,1898,"Scotland",57,-5,"country","country","Sankt Alban",49.684444444444,7.8636111111111,"village","village"
"de","00-1734-0000-0002-B08A-B#0","Q12439","Q40435","von Schnee , Von Detroit fliegt sie nach Buffalo","Fontane, Theodor",1819,1898,"Detroit",42.331666666667,-83.0475,"city","city","Buffalo",42.8863888888889,-78.8780555555556,"city","city"
"de","00-1734-0000-0002-B309-6#0","Q64","Q1741","von Berlin nach Wien","Freiligrath, Ferdinand",1810,1876,"Berlin",52.516666666667,13.383333333333,"city","city","Vienna",48.2083333333333,16.3725,"city","city"
"de","00-1734-0000-0002-B309-6#0","Q1741","Q64","von Wien zurück wieder nach Berlin","Freiligrath, Ferdinand",1810,1876,"Vienna",48.2083333333333,16.3725,"city","city","Berlin",52.516666666667,13.383333333333,"city","city"
"de","00-1734-0000-0002-B974-F#0","Q1741","Q545","von Wien bis in die Ostsee","Geibel, Emanuel",1815,1884,"Vienna",48.2083333333333,16.3725,"city","city","Baltic Sea",58,20,"sea","sea"
"de","00-1734-0000-0002-B974-F#0","Q546","Q490457","von Triest bis Rendsburg","Geibel, Emanuel",1815,1884,"Trieste",45.6502777777778,13.7702777777778,"city","city","Rendsburg",54.304444444444,9.6644444444444,"city","city"
"de","00-1734-0000-0002-BDB2-3#0","Q1693","Q375769","Von dem Sand der Nordsee bis zu dem wald'gen Brenner","Geibel, Emanuel",1815,1884,"North Sea",56,3,"sea","sea","Brenner",46.938906,11.445172,"city","city"
"de","00-1734-0000-0002-D9D3-A#0","Q1524","Q75459","von Athen nach Delphi","Gleim, Johann Wilhelm Ludwig",1719,1803,"Athens",37.9841666666667,23.7280555555556,"ancient city","ancient city","Delphi",38.4823,22.5013,"ancient city","ancient city"
"de","00-1734-0000-0002-DFCA-1#0","Q776965","Q10041","von Memel an – bis Soest","Goeckingk, Leopold Friedrich Günther von",1748,1828,"Klaipėda",55.7125,21.135,"city","city","Soest",52.183333333333,5.2833333333333,"city","city"
"de","00-1734-0000-0002-EF33-8#0","Q393426","Q1085","von Sotz nach der Prager","Grillparzer, Franz",1791,1872,"Žatec",50.327264913574,13.545859487384,"city","city","Prague",50.0875,14.4213888888889,"city","city"
"de","00-1734-0000-0002-F31D-E#0","Q505288","Q690417","von Ips bis Währing","Grillparzer, Franz",1791,1872,"Ipsheim",49.516666666667,10.466666666667,"village","village","Währing",48.2331,16.3147,"city part","city part"
"de","00-1734-0000-0003-0EB1-5#0","Q131210","Q643","Von dem Dniester bis zu dem fernen Po","Grün, Anastasius",1806,1876,"Dniester",46.3041,30.2736,"river","river","Po",44.97,12.546944444444,"river","river"
"de","00-1734-0000-0003-4F34-1#0","Q22756","Q90","von Spichern bis nach Paris","Henckell, Karl",1864,1929,"Spicheren",49.191666666667,6.9683333333333,"village","village","Paris",48.8566666666667,2.35222222222222,"city","city"
"de","00-1734-0000-0003-5C45-3#0","Q491239","Q424","von der Mauer bis nach Canton zu , Ja bis nach Lao-Tschua , Cotschin-Tschina , Cambotscha","Herder, Johann Gottfried",1744,1803,"Canton",40.8,-81.375,"city","city","Cambodia",12.5,105,"country","country"
"de","00-1734-0000-0003-5FD5-3#0","Q6986","Q7070","von Gotha bis Eisenach","Herwegh, Georg",1817,1875,"Gotha",50.948888888889,10.718333333333,"city","city","Eisenach",50.974722222222,10.324444444444,"city","city"
"de","00-1734-0000-0003-5FD5-3#0","Q6986","Q7070","von Gotha bis Eisenach","Herwegh, Georg",1817,1875,"Gotha",50.948888888889,10.718333333333,"city","city","Eisenach",50.974722222222,10.324444444444,"city","city"
"de","00-1734-0000-0003-5FD5-3#0","Q6986","Q7070","von Gotha bis Eisenach","Herwegh, Georg",1817,1875,"Gotha",50.948888888889,10.718333333333,"city","city","Eisenach",50.974722222222,10.324444444444,"city","city"
"de","00-1734-0000-0003-5FD5-3#0","Q6986","Q7070","von Gotha bis Eisenach","Herwegh, Georg",1817,1875,"Gotha",50.948888888889,10.718333333333,"city","city","Eisenach",50.974722222222,10.324444444444,"city","city"
"de","00-1734-0000-0003-5FD5-3#0","Q6986","Q7070","von Gotha bis Eisenach","Herwegh, Georg",1817,1875,"Gotha",50.948888888889,10.718333333333,"city","city","Eisenach",50.974722222222,10.324444444444,"city","city"
"de","00-1734-0000-0003-5FD5-3#0","Q6986","Q7070","von Gotha bis Eisenach","Herwegh, Georg",1817,1875,"Gotha",50.948888888889,10.718333333333,"city","city","Eisenach",50.974722222222,10.324444444444,"city","city"
"de","00-1734-0000-0003-7A8C-4#0","Q584","Q13712","von dem blauen Rheine bis zu der Tyber","Hölderlin, Friedrich",1770,1843,"Rhine",47.6662,9.1786,"river","river","Tiber",41.740555555556,12.233333333333,"river","river"
"de","00-1734-0000-0003-8F9A-C#0","Q152854","Q6514","von dem Eißmeer bis zu Herculs Säulen , Von dem Belt bis zu dem Hellespont","Karsch, Anna Louisa",1722,1791,"Pillars of Hercules",36,-5.35,"default","pillars (also mythological)","Dardanelles",40.2,26.4,"strait (water)","strait (water)"
"de","00-1734-0000-0003-57BC-3#0","Q645","Q1229","Von dem Newa bis zu dem Don","Herder, Johann Gottfried",1744,1803,"Neva",59.9447,30.3094,"river","river","Don",47.0864,39.2386,"river","river"
"de","00-1734-0000-0003-60F6-3#0","Q130135","Q46","Von dem Atlas bis Archangel ! In halb Europa","Herwegh, Georg",1817,1875,"Atlas Mountains",31.0619444444444,-7.91611111111111,"mountain","mountain","Europe",48.690959,9.14062,"continent","continent"
"de","00-1734-0000-0003-80A1-5#0","Q1741","Q90","von Wien bis nach Paris","Holz, Arno",1863,1929,"Vienna",48.2083333333333,16.3725,"city","city","Paris",48.8566666666667,2.35222222222222,"city","city"
"de","00-1734-0000-0003-81E5-3#0","Q155721","Q181157","Von dem Brocken bis zu dem Popokatepetl","Holz, Arno",1863,1929,"Brocken",51.800555555556,10.617222222222,"mountain","mountain","Popocatépetl",19.02222,-98.62778,"volcano","volcano"
"de","00-1734-0000-0003-90A3-2#0","Q34589","Q1653","Von dem Euphrat bis zu dem Donaustrom","Karsch, Anna Louisa",1722,1791,"Euphrates",31.0043,47.442,"river","river","Danube",48.0951111111111,8.15488888888889,"river","river"
"de","00-1734-0000-0003-107F-E#0","Q12724","Q1288","von dem Tessin bis fern an die Karpathenhänge","Grün, Anastasius",1806,1876,"Ticino",46.316666666667,8.8166666666667,"region","region","Carpathian Mountains",47,25.5,"mountain","mountain"
"de","00-1734-0000-0003-1154-4#0","Q261399","Q475596","von Terouanne fernhin bis Guinegat'","Grün, Anastasius",1806,1876,"Thérouanne",50.636666666667,2.2588888888889,"village","village","Enguinegatte",50.608055555556,2.2711111111111,"region","region"
"de","00-1734-0000-0003-B83A-A#0","Q727","Q2843","von Amsterdam nach Lübekk","Kuhlmann, Quirinus",1651,1689,"Amsterdam",52.3727777777778,4.89361111111111,"city","city","Lübeck",53.869722222222,10.686388888889,"city","city"
"de","00-1734-0000-0003-F19A-8#0","Q201385","Q1693","Von dem Golf Neapels bis zu der Nordsee","Lingg, Hermann von",1820,1905,"Gulf of Naples",40.735277777778,14.275277777778,"bay","bay","North Sea",56,3,"sea","sea"
"de","00-1734-0000-0004-2A63-1#0","Q220","Q1012797","von Rom bis Ostia","Matthisson, Friedrich von",1761,1831,"Rome",41.893055555556,12.482777777778,"city","city","Ostia",41.755833,12.291667,"ancient city","ancient city"
"de","00-1734-0000-0004-8C14-1#0","Q597","Q973","von Lisboa bis zu dem kalten Oby","Ramler, Karl Wilhelm",1725,1798,"Lisbon",38.708042,-9.139016,"city","city","Ob",66.3802,71.7787,"river","river"
"de","00-1734-0000-0004-8CB8-4#0","Q1055","Q1741","von Hamburg bis nach Wien","Ratschky, Joseph Franz",1757,1810,"Hamburg",53.55,10,"city","city","Vienna",48.2083333333333,16.3725,"city","city"
"de","00-1734-0000-0004-79C6-6#0","Q1653","Q1650","Von dem Strand der Donau bis zu dem Strand der Weser","Platen, August von",1796,1835,"Danube",48.0951111111111,8.15488888888889,"river","river","Weser",51.42139,9.64806,"river","river"
