;id;lat;lon;placename;type;type_detail
484;Q22801;48.522222222222;7.5283333333333;Altorf;default;village
485;Q5715;29.85412;31.25934;Memphis;default;ancient city
486;Q696193;34.8065;48.516247;Ecbatana;default;ancient city
487;Q909357;46.826388888889;6.2894444444444;Malpas;default;village
488;Q5699;30.962222;46.104444;Ur;default;ancient city
489;Q6514;40.2;26.4;Dardanelles;default;strait (water)
490;Q173096;38.5;24;Euboea;default;island
491;Q101583;25.720555555556;32.610277777778;Thebes;default;ancient city
492;Q6681413;56.4167;-5.46667;Lorne;default;region
493;Q134674;43.4925;-1.4763888888889;Bayonne;default;city
494;Q3542400;43.694687;-0.32626;Tursan;default;historic region
495;Q31424;41.302248;2.131948;Llobregat;river;
496;Q52174;40.147825;18.485933;Otranto;default;city
497;Q200201;43.337806;-1.788806;Irun;default;city
498;Q80985;34.0433333333333;-5.00333333333333;Fez;default;city
499;Q6839;42.266666666667;2.95;Figueres;default;city
500;Q2609855;42.0804801331573;13.4085813364249;Albe;default;city
501;Q23406;22;38;Red Sea;sea;
502;Q170427;42.78421;24.97626;Balkan Mountains;mountain;
503;Q490670;50.338055555556;7.7105555555556;Bad Ems;default;city
504;Q207239;36.2575;22.9975;Kythira;default;island
505;Q11769;65.75;-168.976944444444;Bering Strait;default;strait (water)
506;Q641203;48.16666667;-1;Armorica;default;region
507;Q133274;55.7516666666667;37.6177777777778;Moscow Kremlin;default;city part
508;Q34925;41.893333333333;12.483055555556;Capitoline Hill;default;city part
509;Q12191;47.217222222222;-1.5538888888889;Nantes;default;city
510;Q8810;37.178055555556;-3.6008333333333;Granada;default;city
511;Q845310;41.2;9.4666666666667;Caprera;default;island
512;Q204430;48.684444444444;-1.3569444444444;Avranches;default;city
513;Q75459;38.4823;22.5013;Delphi;default;ancient city
514;Q1686757;50.448422;3.8894392;Jemappes;default;city
515;Q192184;-15.9245;-5.7181;Saint Helena, Ascension and Tristan da Cunha;default;island
516;Q1865480;48.853333;2.369167;Bastille;default;fort
517;Q42810;49.494166666667;0.10805555555556;Le Havre;default;city
518;Q5690;37.081944444444;22.423611111111;Sparta;default;ancient city
519;Q34001;50.69;3.1816666666667;Roubaix;default;city
520;Q572191;41.024189;13.9277981;Volturno;river;
521;Q854;7;81;Sri Lanka;country;
522;Q46490;45.3583333333333;11.2861111111111;Arcole;default;city
523;Q6403;46.45;6.55;Lake Geneva;default;lake
524;Q191082;37.73;23.49;Aegina;default;island
525;Q742538;38.22136;23.27388;Plataea;default;ancient city
526;Q183;51;10;Germany;country;
527;Q45412;40.2111111111111;-8.42888888888889;Coimbra;default;city
528;Q565751;39.23651;20.71472;Epirus;default;historic region
529;Q322453;48.777777777778;-3.0463888888889;Paimpol;default;city
530;Q71657;47.569166666667;-2.9452777777778;Locmariaquer;default;village
531;Q848831;50.78333333;4.63333333;Province of Brabant;default;region
532;Q1720;49.9994444444444;8.27361111111111;Mainz;default;city
533;Q9580;42.340833333333;-3.6997222222222;Burgos;default;city
534;Q8717;37.383333333333;-5.9833333333333;Seville;default;city
535;Q269732;49.7575;0.37916666666667;Fécamp;default;city
536;Q80344;40.06;22.35;Mount Olympus;mountain;
537;Q12753;48.6;3;Seine-et-Marne;default;region
538;Q96601828;48.88252;2.257977;Parc de la Folie Saint-James;default;city part
539;Q96099935;48.426629;2.74411;Valvins;default;village
540;Q318432;48.549722222222;-1.7508333333333;Dol-de-Bretagne;default;city
541;Q131792;2.318;-63.3617;Orinoco River;river;
542;Q62646;50.9;11.1;Germania;default;historic region
543;Q166131;18.2176;-67.8639;Antilles;default;archipelago
544;Q3432892;45.4272;12.31995;rio di San Biagio;default;city part
545;Q271085;44.19;5.9463888888889;Sisteron;default;city
546;Q127775;47.931666666667;-2.3975;Ploërmel;default;city
547;Q455657;43.454444444444;4.9436111111111;Fos-sur-Mer;default;city
548;Q47465;43.527777777778;5.4455555555556;Aix-en-Provence;default;city
549;Q752189;48.645555555556;2.0761111111111;Limours;default;city
550;Q834;46.066666666667;7.6;Valais;default;region
551;Q130514;25.6966666666667;32.6444444444444;Luxor;default;city
552;Q13329;45.05;9.7;Piacenza;default;city
553;Q989552;50.439166666667;2.2097222222222;Érin;default;village
554;Q209086;48.898055555556;2.4072222222222;Pantin;default;city part
555;Q2701404;48.8661;2.3837;Ménilmontant;default;city part
556;Q3399184;48.8372;2.26;porte du Point-du-Jour;default;city part
557;Q1463559;48.88611111;2.37638889;Quartier de la Villette;default;city part
558;Q922498;32.55;35.85;Gilead;default;historic region
559;Q3783;0.707777777777778;-50.0894444444444;Amazon;river;
560;Q5332;51.533333333333;46;Saratov;default;city
561;Q204648;42.518055555556;3.105;Port-Vendres;default;city
562;Q477021;49.340555555556;4.87;Grandpré;default;city
563;Q3306;9;-79.5;Panama City;default;city
564;Q273827;49;4;Champagne;default;historic region
565;Q649125;49.15;4.9666666666667;Forest of Argonne;mountain;
566;Q206493;48.823055555556;2.2108333333333;Sèvres;default;city
567;Q194160;48.800833333333;2.2619444444444;Clamart;default;city
568;Q234735;48.8075;2.2402777777778;Meudon;default;city
569;Q103011;37.9386111111111;22.9272222222222;Corinth;default;city
570;Q70;46.94798;7.44743;Bern;default;city
571;Q1588;31;-92;Louisiana;default;region
572;Q148;35.8447222222222;103.451944444444;People's Republic of China;country;
573;Q34615;45.05;12.05;Adria;default;city
574;Q683578;45.08333333;7.76666667;Superga;default;hilltop
575;Q12508;29.976111;31.132778;Giza pyramid complex;default;ancient site
576;Q16512;40.30406;-3.539275;Manzanares;river;
577;Q643;44.97;12.546944444444;Po;river;
578;Q156882;37.75;26.8333;Samos;default;island
579;Q55416;45.21891;12.27854;Chioggia;default;city
580;Q19826;45.07094444;7.68577778;Palazzo Madama and Casaforte degli Acaja, Turin;default;palace
581;Q4132377;59.932944;30.29306;Galernaia Street (Saint Petersburg);default;city part
582;Q167668;56.508333333333;21.011111111111;Liepāja;default;city
583;Q2981;48.853;2.3498;Notre-Dame de Paris;default;city part
584;Q173292;40.55;14.233333333333;Capri;default;island
585;Q4472241;55.7525;37.655833333333;Zemlyanoy Val Street;default;city part
586;Q592880;55.71;37.545;Sparrow Hills;default;city part
587;Q42956;45.75;126.63333333333;Harbin;default;city
588;Q4498825;55.7969444444444;37.5113888888889;Khodynka;river;
589;Q34640;50;-2;English Channel;sea;
590;Q959;43.116666666667;131.9;Vladivostok;default;city
591;Q4528198;59.48678;39.63471;Shuya;river;
592;Q590269;59.92625;30.273527777778;Moyka River;river;
593;Q60;40.7;-74;New York City;default;city
594;Q43105;43.35254;42.437875;Mount Elbrus;mountain;
595;Q216;54.6872222222222;25.28;Vilnius;default;city
596;Q58976;37.943;23.646944444444;Piraeus;default;city
597;Q1899;50.45;30.523611111111;Kyiv;default;city
598;Q172089;56.3328;43.9844;Oka;river;
599;Q43332;40.750556;14.489722;Pompeii;default;ancient city
600;Q430776;32.702102777778;35.29785;Nazareth;default;city
601;Q4165502;59.936;30.3187;Dom Iskusstv;default;city part
602;Q156732;46.6425;32.625;Kherson;default;city
603;Q202796;50.5503;30.5378;Desna;river;
604;Q40605;46.235;6.045;Large Hadron Collider;default;
605;Q1774112;68.7687735858091;161.694949313076;Kolyma;default;region
606;Q1697;55.628;37.738;Moscow Oblast;default;region
607;Q7342;50.0380555555556;19.2213888888889;Oświęcim;default;city
608;Q33345;45.2;33.358333333333;Yevpatoriia;default;city
609;Q157065;45.338611111111;36.468055555556;Kerch;default;city
610;Q7835;45;34;Crimea;default;land
611;Q78707;51.7279;94.4518;Yenisey;river;
612;Q4454;48.483333333333;135.06666666667;Khabarovsk;default;city
613;Q1874;46.47747;30.73262;Odesa;default;city
614;Q15322;58.733333333333;29.85;Luga;default;city
615;Q656;59.95;30.316666666667;Saint Petersburg;default;city
616;Q183464;57.862234;25.967155;Livonia;default;historic region
617;Q196786;57.533333333333;38.333333333333;Uglich;default;city
618;Q1460;37.599958333333;14.015377777778;Sicily;default;region
619;Q1731;51.05;13.74;Dresden;default;city
620;Q5428;60;105;Siberia;default;region
621;Q41572;46.975;31.995;Mykolaiv;default;city
622;Q79082;55.5903;51.5039;Kama;river;
623;Q30;39.828175;-98.5795;United States of America;country;
624;Q8542;37.1109;68.3147;Panj River;river;
625;Q898;54.966666666667;73.383333333333;Omsk;default;city
626;Q3927;46.35;48.035;Astrakhan;default;city
627;Q831190;31.771411111111;35.261325;Bethany;default;ancient site
628;Q377485;28.5384;33.9752;Mount Sinai;mountain;
629;Q7525;44.605;33.5225;Sevastopol;default;city
630;Q3162344;55.716111111111;37.588055555556;Neskuchny Garden;default;city part
631;Q162737;58.1;93;Angara;river;
632;Q5971;50.916666666667;86.916666666667;Altai Republic;default;region
633;Q419;-9.4;-76;Peru;country;
634;Q956;39.90403;116.407526;Beijing;default;city
635;Q2235;58.52099;31.27579;Veliky Novgorod;default;city
636;Q48;43.6811111111111;87.3311111111111;Asia;continent;
637;Q695265;27.0675;56.46;Hormuz Island;default;island
638;Q2214;57.816666666667;28.333333333333;Pskov;default;city
639;Q11225429;38.32388889;23.31722222;Thebes;default;ancient city
640;Q202163;55.715833333333;37.553611111111;Luzhniki Stadium;default;city part
641;Q5627;54.316666666667;48.366666666667;Ulyanovsk;default;city
642;Q790987;58.94091;27.05566;Avijõgi;river;
643;Q33;65;27;Finland;country;
644;Q103789;55.383333333333;43.8;Arzamas;default;city
645;Q2770;54.2;37.616666666667;Tula;default;city
646;Q3766;33.513055555556;36.291944444444;Damascus;default;city
647;Q12544;41.01527778;28.98472222;Byzantine Empire;default;country
648;Q85416;53.1224;48.4551;Kubra;river;
649;Q7355;36.1241944444444;116.097666666667;Yellow River;river;
650;Q72303;39.70186;44.29842;Mount Ararat;mountain;
651;Q2288;56.857827777778;35.921927777778;Tver;default;city
652;Q1935566;55.79472222;37.67638889;Sokolniki District;default;city part
653;Q132947;57.966666666667;33.25;Valday;default;city
654;Q179751;40.0184;48.4535;Aras River;river;
655;Q156557;39.2864;49.4278;Kura River;river;
656;Q72425;40.823055555556;14.122222222222;Pozzuoli;default;city
657;Q182445;45.4688;28.2072;Prut;river;
658;Q161994;50.742812790184;33.487908121222;Romny;default;city
659;Q4462985;57.0569;28.8672;Trigorskoe;default;village
660;Q160173;43.844532;25.953907;Ruse;default;city
661;Q35997;38.41273;27.13838;İzmir;default;city
662;Q915;58.013888888889;56.248888888889;Perm;default;city
663;Q1287599;55.74972222;37.62638889;Neglinnaya;default;city part
664;Q205711;65.024444;35.710556;Solovetsky Islands;default;archipelago
665;Q188736;44.16;17.78;Bosnia;default;historic region
666;Q287590;50.635;-4.354;Launceston;default;city
667;Q2256594;45.750375;13.67458611;Aurisina;default;city part
668;Q807970;45.67944444;13.75444444;Barcola;default;city part
669;Q202760;45.724722222222;13.556111111111;Soča;default;river
670;Q4165497;46.436572222222;14.060172222222;Jesenice;default;city
671;Q8011202;46.15;15.05;Trbovlje;default;city
672;Q281217;46.583333333333;15.916666666667;Slovene Hills;default;hills
673;Q53216;45.766666666667;13.366666666667;Aquileia;default;ancient city
674;Q437;46.0513888888889;14.5061111111111;Ljubljana;default;city
675;Q554908;45.755875;13.832425;Dutovlje;default;village
676;Q15861;45.57111;15.18889;Črnomelj;default;city
677;Q1382;45.527107649;13.568531066;Piran;default;city
678;Q15901;45.77435;14.21528;Postojna;default;city
679;Q1887287;49.911073893165;15.224396689347;Malešov;default;city
680;Q222;41;20;Albania;country;
681;Q270;52.23;21.0111111111111;Warsaw;default;city
682;Q671415;47.566666666667;12.566666666667;Waidring;default;village
683;Q183111;49.400277777778;15.590555555556;Jihlava;default;city
684;Q40;48;14;Austria;country;
685;Q217527;45.434;12.338;Piazza San Marco;default;city part
686;Q12770704;48.744311;18.2337;Machnáč;river;
687;Q1781;47.498333333333;19.040833333333;Budapest;default;city
688;Q25409;48.716666666667;21.25;Košice;default;city
689;Q214956;48.855540667876;16.048796054219;Znojmo;default;city
690;Q518360;50.548631074934;13.775445246997;Bílina;default;city
691;Q193719;50.079759165169;12.373995588434;Cheb;default;city
692;Q1113619;50.03472222;14.93916667;Lipany;default;village
693;Q63855;50.425361080625;14.261840817268;Roudnice nad Labem;default;city
694;Q392571;49.267231177778;14.00591071602;Štěkeň;default;village
695;Q158245;49.30888068684;14.147530601921;Písek;default;city
696;Q986068;49.440605680467;12.929798039263;Domažlice;default;city
697;Q2698393;50.012964641199;13.842979977995;Branov;default;village
698;Q101081;44;6;Provence;default;region
699;Q10817986;49.5672;13.7772;Třemšín;mountain;
700;Q3148382;45.3066040739079;14.2801886848932;Ika;default;city
701;Q102047454;50.5165461;15.2311553;Trosky;mountain;
702;Q41190;50.554178833845;14.947251808674;Jivina;default;village
703;Q1488700;50.087222222222;14.427777777778;Powder Tower;default;city part
704;Q157736;42.257222222222;19.146111111111;Morača;river;
705;Q730378;43.348333333333;18.839444444444;Tara;river;
706;Q1066857;42.4068055555556;21.1911944444444;Sitnica (Ibar);river;
707;Q3123315;42.508055555556;19.193888888889;Spuž;default;village
708;Q497060;54.162222222222;10.421388888889;Plön;default;city
709;Q104520;54.29443;18.15312;Pomerania;default;historic region
710;Q1246;42.55;20.833333333333;Kosovo;country;
711;Q2628720;48.8666666666667;18.7;Žiar;mountain;
712;Q1867060;50.893152;11.60588;Lobeda;default;city part
713;Q1136224;50.948888888889;11.559444444444;Cospeda;default;village
714;Q35484;24.47;39.61;Medina;default;city
715;Q166717;52.677222222222;18.329166666667;Kruszwica;default;city
716;Q173082;45.7;26.5;Dacia;default;country
717;Q35958;41.119444444444;29.075277777778;Bosporus Strait;default;strait (water)
718;Q1492;41.3825;2.1769444444444;Barcelona;default;city
719;Q2749;48.3688888888889;10.8977777777778;Augsburg;default;city
720;Q387095;51.4165277777778;16.4259722222222;Ścinawa;default;city
721;Q111144;44.573555;10.455307;Canossa;default;castle
722;Q145;54.6;-2;United Kingdom;country;
723;Q1734030;50.09194;14.44528;Karlín;default;city part
724;Q1282;41.9;12.716666666667;Lazio;default;region
725;Q372490;41.875;19.375;Bojana;river;
726;Q2092696;49.280837729607;13.617637249415;Rabí;default;city
727;Q445762;50.086293;14.413655;Old Town Bridge Tower;default;city part
728;Q1069359;49.443127777778;3.7102888888889;Chemin des Dames;default;road
729;Q2003236;49.968268378914;15.32796675256;Nové Dvory;default;city
730;Q48399411;50.0860175;14.4343367;Horská brána;default;city part
731;Q204347;40.738055555556;26.030555555556;Maritsa;river;
732;Q3506100;49.151388888889;19.342777777778;Veľký Choč;mountain;
733;Q470380;49.455555555556;17.451111111111;Přerov;default;city
734;Q393474;49.87582737845;13.897408903752;Žebrák;default;city
735;Q1972068;49.885483501475;13.882830095153;Točník;default;village
736;Q5955;49;89;Altai Mountains;default;mountain
737;Q104028;31.698889;35.306389;Judea;default;ancient region
738;Q34713;47.8;13.045;Salzburg;default;city
739;Q2915661;32.93925;35.367113888889;Rameh;default;village
740;Q171080;42.42539;18.771191;Kotor;default;city
741;Q4110;54.676388888889;13.437777777778;Cape Arkona;default;cape
742;Q14314;42.883333333333;-8.5333333333333;Santiago de Compostela;default;city
743;Q8818;39.47;-0.376388888888889;Valencia;default;city
744;Q180918;34.77612852;32.42651039;Paphos;default;city
745;Q3812;-2;121;Sulawesi;default;island
746;Q148505;53.916666666667;14.5;Wolin;default;island
747;Q5747;34.550381;38.269791;Palmyra;default;ancient city
748;Q1014196;49.62747778;16.40844167;Svojanov Castle;default;castle
749;Q6489;41.601111111111;24.574166666667;Rhodope Mountains;mountain;
750;Q185700;55.333333333333;29;Vitebsk Region;default;region
751;Q3376;46.06666667;11.11666667;Trento;default;city
752;Q465312;48.803611111111;19.638055555556;Brezno;default;city
753;Q986070;49.951136279202;15.795635790875;Chrudim;default;city
754;Q320939;50.35057067972;14.474193495734;Mělník;default;city
755;Q158239;49.297859972783;17.393134863736;Kroměříž;default;city
756;Q1435;45.8130555555556;15.9772222222222;Zagreb;default;city
757;Q268;52.4083333333333;16.9336111111111;Poznań;default;city
758;Q1156;19.0758333333333;72.8775;Mumbai;default;city
759;Q358361;50.216666666667;16.5;Orlické hory;mountain;
760;Q321197;49.75;18.633333333333;Cieszyn;default;city
761;Q1809680;49.145588489764;16.576176754032;Moravany;default;village
762;Q158242;49.30052629923;16.658570650287;Adamov;default;city
763;Q1641748;49.9916881;13.2317994;Manětín;default;city
764;Q386858;49.914028256057;14.235955055448;Řevnice;default;city
765;Q94507;49.432443249442;16.122416725747;Pikárec;default;village
766;Q1173;47;4.5;Burgundy;default;region
767;Q36433;41.149472222222;-8.6107777777778;Porto;default;city
768;Q170516;31.778611111111;35.229444444444;Calvary;default;ancient site
769;Q6862;53.3333;121.4814;Amur River;default;river
770;Q11720;41.8025;123.428055555556;Shenyang;default;city
771;Q39193;49.833333333333;14.333333333333;Bohemia;default;region
772;Q818499;49.684444444444;7.8636111111111;Sankt Alban;default;village
773;Q490457;54.304444444444;9.6644444444444;Rendsburg;default;city
774;Q375769;46.938906;11.445172;Brenner;default;city
775;Q10041;52.183333333333;5.2833333333333;Soest;default;city
776;Q690417;48.2331;16.3147;Währing;default;city part
777;Q424;12.5;105;Cambodia;country;
778;Q7070;50.974722222222;10.324444444444;Eisenach;default;city
779;Q181157;19.02222;-98.62778;Popocatépetl;default;volcano
780;Q475596;50.608055555556;2.2711111111111;Enguinegatte;default;region
781;Q2843;53.869722222222;10.686388888889;Lübeck;default;city
782;Q1012797;41.755833;12.291667;Ostia;default;ancient city
783;Q973;66.3802;71.7787;Ob;river;
784;Q1650;51.42139;9.64806;Weser;river;
785;Q522236;49.353611111111;11.148333333333;Wendelstein;default;city
786;Q11812551;48.37844;9.963274;Swabia;default;region
787;Q1171;15.401944;74.043333;Goa;default;region
788;Q81483;34;36;Levant;default;region
789;Q1491774;52.3456;12.9444;Petzow;default;village
790;Q474697;54.091111111111;18.786388888889;Tczew;default;city
791;Q1630;53.55;9.9333;Altona;default;city part
792;Q12434;50.645;7.2269444444444;Bad Honnef;default;city
793;Q226884;52.216666666667;13.449722222222;Zossen;default;city
794;Q115457;43.7255555555556;11.6716666666667;Arno;default;river
795;Q2487413;54.3092;-8.5661;Rosses Point;default;village
796;Q934922;50.6683;-4.7608;Tintagel Castle;default;castle
797;Q183124;-17.3935419;-66.1570139;Cochabamba;default;city
798;Q16553;37.304166666667;-121.87277777778;San Jose;default;city
799;Q16552;32.715;-117.1625;San Diego;default;city
800;Q42053;32.6525;51.6747222222222;Isfahan;default;city
801;Q216373;55.0119;-1.4158;River Tyne;river;
802;Q3073271;54.11599;-0.08305;Flamborough Head;default;cape
803;Q19714;53.7;-0.7;River Trent;river;
804;Q2224061;52.225;0.040919444444444;Madingley;default;village
805;Q124110;43.4403;13.607430555556;Loreto;default;city
806;Q840597;47.293055555556;-2.5105555555556;Le Croisic;default;city
807;Q30151210;13.1;-59.616666666667;Barbados;default;island
808;Q1755549;53.9278;-9.9392;Achill Sound;default;city
809;Q55299;53;-7.4;County Laois;default;region
810;Q1542630;44.666666666667;-66.75;Grand Manan Island;default;island
811;Q1397;40.5;-82.5;Ohio;default;region
812;Q107393;57.333333333333;-6.2666666666667;Isle of Skye;default;island
813;Q43382;50.371388888889;-4.1422222222222;Plymouth;default;city
814;Q7024;46.010277777778;8.9625;Lugano;default;city
815;Q464955;51.483333333333;-0.6;Windsor;default;city
816;Q1012476;51.951671;-7.845612;Youghal;default;city
817;Q6231;45.1333333333333;10.0247222222222;Cremona;default;city
818;Q3711;44.8177777777778;20.4569444444444;Belgrade;default;city
819;Q2333034;52.366;-8.179;Galtymore;mountain;
820;Q1540243;51.313217;1.364409;River Stour;river;
821;Q160642;51.074;-1.7936;Salisbury;default;city
822;Q2339242;51.5137;-0.101;Ludgate Hill;default;city part
823;Q882375;51.9697;13.0114;Dennewitz;default;village
824;Q1030579;50.543333333333;2.7366666666667;Festubert;default;city
825;Q2624470;50.6897;-1.0889;Bembridge;default;village
826;Q52028;18.788888888889;98.983333333333;Chiang Mai;default;city
827;Q19682;52.494444444444;-3.7375;River Severn;river;
828;Q281749;51.744166666667;-2.215;Stroud;default;city
829;Q767811;52.054;-1.773;Chipping Campden;default;city
830;Q492342;38.301829;-77.470778;Fredericksburg;default;city
831;Q422487;36.9416666666667;-76.4436111111111;James River;river;
832;Q2079;51.34;12.375;Leipzig;default;city
833;Q1733;52.1316666666667;11.6391666666667;Magdeburg;default;city
834;Q151920;32.789722222222;35.524722222222;Tiberias;default;city
835;Q25;52.35;-3.6333333333333;Wales;country;
836;Q99755622;51.5777777777778;-1.56611111111111;Whitehorse Hill;default;hill
837;Q1247;15;-75;Caribbean Sea;sea;
838;Q7103795;39.7889;-100.025;Oronoque;default;city
839;Q1507;-41.81015;-68.90627;Patagonia;default;region
840;Q486306;30.4213888888889;-87.2172222222222;Pensacola;default;city
841;Q41986;51.715;4.6677777777778;Meuse;river;
842;Q736439;51.343911111111;1.4040305555556;Ramsgate;default;city
843;Q179034;50.716666666667;4.3833333333333;Waterloo;default;region
844;Q2290461;51.503681;-0.166389;Rotten Row;default;city part
845;Q138578;40.745;-74.0325;Hoboken;default;city
846;Q7205623;50.82;-2.405;Plush;default;village
847;Q3991738;33.269167;35.195833;Tyre;default;ancient site
848;Q523273;50.061111111111;7.7694444444444;Bacharach;default;city
849;Q3104;50.359722222222;7.5977777777778;Koblenz;default;city
850;Q487315;36.60024;-121.89468;Monterey;default;city
851;Q173532;34.116666666667;35.65;Byblos;default;city
852;Q1840961;54.727316666667;-2.7818138888889;Plumpton;default;village
853;Q93366;43.25;-2.9833333333333;Biscay;default;region
854;Q1011;15.3;-23.7;Cape Verde;country;
855;Q370750;34.4437149;-82.855974;Savannah River;river;
856;Q1342;40.4416666666667;-80;Pittsburgh;default;city
857;Q3415;43.616666666667;13.516666666667;Ancona;default;city
858;Q2619909;51.96;-1.137;Hethe;default;village
859;Q2193088;31.777222;35.250778;Bethphage;default;ancient city
860;Q162442;25.45;81.85;Prayagraj;default;city
861;Q41983;48.816388888889;2.4108333333333;Marne;river;
862;Q365;50.942222222222;6.9577777777778;Cologne;default;city
863;Q66568;26.4725;80.331111111111;Kanpur;default;city
864;Q11739;31.549722222222;74.343611111111;Lahore;default;city
865;Q2712129;22.922222222222;96.505277777778;Mogok;default;city
866;Q334;1.3;103.8;Singapore;country;
867;Q200718;28.018055555556;73.316944444444;Bikaner;default;city
868;Q17012;16.2595;-61.5605;Guadeloupe;default;archipelago
869;Q826769;31.73944444;65.14;Maiwand;default;village
870;Q173808;31;65.5;Kandahar;default;region
871;Q1353;28.666666666667;77.216666666667;Delhi;default;city
872;Q122767;51.5063;-0.0034;Blackwall;default;city part
873;Q133315;52.6653;-8.6238;Limerick;default;city
874;Q185453;30.1977777777778;71.4711111111111;Multan;default;city
875;Q19721;55.937857;-4.672852;River Clyde;river;
876;Q855330;54.65;-8.117;Donegal;default;city
877;Q890339;50.8953;2.8575;Boezinge;default;city
878;Q30279317;55.84;-3.19;Woodhouselee;default;village
879;Q2881464;-33.8483333333333;151.1677778;Balmain;default;city part
880;Q2841;4.60971;-74.08175;Bogotá;default;city
881;Q2098078;51.5132;-0.0777;Aldgate;default;city part
882;Q2418364;41.381111111111;-70.675;West Tisbury;default;city
883;Q5083;47.60621;-122.33207;Seattle;default;city
884;Q721374;70.66336;23.68209;Hammerfest;default;city
885;Q241;22;-79.5;Cuba;country;
886;Q55;52.316666666667;5.55;Netherlands;country;
887;Q1204;40.0002777777778;-89.2502777777778;Illinois;default;region
888;Q17107717;43.07972222;-86.06722222;Nunica;default;city
889;Q2281103;52.341;-1.566;Kenilworth;default;city
890;Q69354;46.435;6.9125;Montreux;default;region
891;Q291233;53.349444444444;-60.1775;Churchill River;river;
892;Q5492;42.25;-80.9997222222222;Lake Erie;default;lake
893;Q1262;45.5;7.16666667;Graian Alps;default;mountain
894;Q193724;49.153275386094;16.876504369244;Slavkov u Brna;default;ciity
895;Q173;32.7;-86.7;Alabama;default;state
896;Q49470032;46.533333333333;-86.488333333333;Pictured Rocks;default;cliff
897;Q635058;42.5;22.5;Thracia;default;ancient region
898;Q2041269;50.376;-4.205;Torpoint;default;city
899;Q602760;50.033333333333;-5.1833333333333;The Lizard;default;land
900;Q155;-14;-53;Brazil;country;
901;Q1963;15.60308;32.52654;Khartoum;default;city
902;Q481514;37.7980555555556;12.4341666666667;Marsala;default;city
903;Q5465;-33.9252777777778;18.4238888888889;Cape Town;default;city
904;Q467664;46.006388888889;-112.52972222222;Butte;default;city
905;Q8745;42.235833333333;-8.7266666666667;Vigo;default;city
906;Q7230184;51.2193;-3.60508;Porlock Bay;default;bay
907;Q11437728;35.256111111111;138.16166666667;Mount Daimugen;mountain;
908;Q1783560;50.7514;-1.13667;Spithead;default;strait (water)
909;Q427283;54.527230555556;-3.0160527777778;Helvellyn;mountain;
910;Q123377;58;-7;Hebrides;default;archipelago
911;Q5077;45.0386;-0.6111;Garonne;default;river
912;Q12994;51.2088888888889;3.22416666666667;Bruges;default;city
913;Q797;64;-150;Alaska;default;land
914;Q67479626;51.2489089239;0.674513689133;Kent;default;region
915;Q143665;49.941388888889;2.8183333333333;Frise;default;village
916;Q184469;52.166666666667;-9.75;County Kerry;default;region
917;Q166232;51.879962;-9.583597;Kenmare;default;city
918;Q19720;57.674187;-3.098504;River Spey;river;
919;Q60067;60.083055555556;-162.33388888889;Kuskokwim River;river;
920;Q2257429;38.26472222;15.65083333;Faro Point;default;point
921;Q2886632;51.4989;-0.0426;Rotherhithe;default;city part
922;Q2090978;54.2194;-8.6175;Beltra;default;village
923;Q1854;10.7755555555556;106.701944444444;Ho Chi Minh City;default;city
924;Q215646;35.6838888888889;139.774444444444;Edo;default;city
925;Q667205;53.4675;10.411111111111;Worth;default;village
926;Q750313;38.372548;21.533275;Calydon;default;ancient city
927;Q12892;51.2211111111111;4.39972222222222;Antwerp;default;city
928;Q1425428;54.977777777778;-1.6133333333333;Newcastle upon Tyne;default;city
929;Q83318;12.583333333333;43.333333333333;Bab-el-Mandeb;default;strait (water)
930;Q1544388;39.821388888889;-111.75972222222;Wasatch Range;mountain;
931;Q1261;39;-105.5;Colorado;default;region
932;Q596106;29.9855;-93.7904;Sabine River;river;
933;Q686021;40.4433333333333;-80.0144444444445;Allegheny River;river;
934;Q49149;41.276756;-70.090889;Nantucket;default;island
935;Q838143;32.7205;-114.5575;Gila River;river;
936;Q2210898;43.4611;-70.3769;Saco River;river;
937;Q16952948;42.36185;-71.0567;Boston Stone;default;point
938;Q45829;32.706947370528;20.9529202521255;Ptolemais;default;ancient city
939;Q65089632;35.364;-105.451;San Miguel del Vado;default;city
940;Q69194;46.2;8.05;Simplon;default;city
941;Q13522657;42.5;2.75;Roussillon;default;region
942;Q1141295;38.2935;23.1549;Thespiae;default;ancient city
943;Q6593;47.655;-2.7616666666667;Vannes;default;city
944;Q325946;48.450833333333;-4.2494444444444;Landerneau;default;city
945;Q259203;48.899166666667;2.5230555555556;Le Raincy;default;city
946;Q12631;48.965555555556;5.3777777777778;Meuse;default;region
947;Q235382;47.872777777778;-3.5497222222222;Quimperlé;default;city
948;Q154728;48.675;5.891666667;Toul;default;city
949;Q27306;53;14;Kingdom of Prussia;default;country
950;Q187843;48;7;Vosges Mountains;default;mountain
951;Q183150;42.26666667;42;Colchis;default;ancient region
952;Q1461;14.5958333333333;120.977222222222;Manila;default;city
953;Q17812;36.578888888889;-6.2415361111111;Guadalete;river;
954;Q6555;43.184722222222;3.0036111111111;Narbonne;default;city
955;Q162615;37.6;-0.98194444444444;Cartagena;default;city
956;Q330564;48.87;2.32444444444444;La Madeleine;default;city part
957;Q22690;49.119722222222;6.1769444444444;Metz;default;city
958;Q3561;36.776388888889;3.0586111111111;Algiers;default;city
959;Q135028;18.9508;32.2558;Nubia;default;region
